UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
10847,L57149,L,298.4,308.1,1491,68.87178303748368,284,0,0,0,0,0,0
10848,L48362,L,297.3,308.3,1410,60.25178838916426,124,0,0,0,0,0,0
10849,L53605,L,300.3,309.9,1393,76.45188615898641,129,0,0,0,0,0,0
10850,L55273,L,300.2,311.6,1511,44.76731628863151,286,0,0,0,0,0,0
10851,L54471,L,300.2,310.5,1416,64.40623955791618,224,0,0,0,0,0,0
10852,L49247,L,299.7,309.6,1553,51.01072722233543,289,0,0,0,0,0,0
10853,L53730,L,301.3,310.7,1516,57.76080264093585,234,1,0,0,0,0,0
10854,L51485,L,301.6,310.1,1687,39.550479286216174,149,0,0,0,0,0,0
10855,L53292,L,300.7,310.8,1925,27.10026408467927,181,0,0,0,0,0,0
10856,M19716,M,303.6,312.3,1698,40.74092869946634,234,0,0,0,0,0,0
10857,L51988,L,303.5,312.3,1404,61.534120009662146,290,0,0,0,0,0,0
10858,M20160,M,303.8,313.2,1710,36.65342106297954,313,0,0,0,0,0,0
10859,L50419,L,301.0,309.5,1430,63.41097476218362,244,0,0,0,0,0,0
10860,M23093,M,299.1,310.6,1449,65.67792071099562,195,0,0,0,0,0,0
10861,L54526,L,299.6,310.2,1469,59.950217923878874,136,0,0,0,0,0,0
10862,L49045,L,297.9,307.7,1567,44.452659058498305,191,0,0,0,0,0,0
10863,L48916,L,298.4,307.9,1544,47.90273839506787,242,0,0,0,0,0,0
10864,L51146,L,302.3,311.5,1530,50.77558600589138,152,0,0,0,0,0,0
10865,M18087,M,300.5,309.3,1589,47.19135964487366,181,0,0,0,0,0,0
10866,M19115,M,302.5,311.0,1387,64.87571304277863,204,0,0,0,0,0,0
10867,H37729,H,298.7,309.8,1422,52.94895357540615,202,1,0,0,0,0,0
10868,L51540,L,302.1,310.1,1543,46.64569989122137,283,0,0,0,0,0,0
10869,L47358,L,298.2,308.2,1436,63.180951958268096,156,1,0,0,0,0,0
10870,L49352,L,299.5,309.2,1816,29.088939078633167,99,0,0,0,0,0,0
10871,L54903,L,300.5,311.6,1730,39.00456483587576,205,0,0,0,0,0,0
10872,M20939,M,300.8,310.7,1371,60.253891903580296,348,0,0,0,0,0,0
10873,H31079,H,298.2,307.9,1491,51.552598157494,318,0,0,0,0,0,0
10874,L53900,L,301.3,310.6,1458,67.29488946334908,221,0,0,0,0,0,0
10875,L48808,L,297.9,307.8,1451,49.36378436052564,211,0,0,0,0,0,0
10876,L52722,L,302.3,311.7,1400,55.989960079206455,226,0,0,0,0,0,0
10877,L49459,L,299.4,308.7,1525,52.02470206551004,176,0,0,0,0,0,0
10878,L55701,L,298.4,309.5,1376,64.95204215582848,308,0,0,0,0,0,0
10879,M21006,M,301.1,311.1,1470,49.99476398246516,266,0,0,0,0,0,0
10880,M15924,M,296.8,307.9,1409,61.054522025496965,280,0,0,0,0,0,0
10881,L50651,L,301.8,310.7,1441,69.94706541488492,181,0,0,0,0,0,0
10882,L56375,L,297.9,309.0,1532,51.067715392063505,130,0,0,0,0,0,0
10883,L47244,L,299.0,309.1,1523,57.63973340888835,304,0,0,0,0,0,0
10884,M15717,M,296.1,307.1,1350,65.8695690392124,141,0,0,0,0,0,0
10885,L52125,L,303.6,312.7,1418,54.587344935242655,261,0,0,0,0,0,0
10886,M18347,M,301.8,310.8,1508,50.14198859854159,229,0,0,0,0,0,0
10887,L50381,L,300.2,309.1,1479,67.13486999011586,136,0,0,0,0,0,0
10888,H31393,H,298.0,307.6,1420,57.47843950552046,265,0,0,0,0,0,0
10889,L51439,L,302.7,311.2,1545,43.728765435649365,263,0,0,0,0,0,0
10890,L50999,L,302.2,310.7,1567,44.99030758434908,216,0,0,0,0,0,0
10891,L53058,L,301.4,311.0,1533,59.97327938741439,245,0,0,0,0,0,0
10892,M22576,M,300.5,311.5,1378,68.26913064341419,188,0,0,0,0,0,0
10893,M23102,M,299.0,310.3,1689,35.37397634913961,209,0,0,0,0,0,0
10894,H31956,H,299.2,308.9,1712,34.381663234960584,230,0,0,0,0,0,0
10895,L55598,L,298.9,310.2,1971,32.135179357178046,272,0,0,0,0,0,0
10896,L51168,L,302.2,311.3,1554,55.52312534873049,220,0,0,0,0,0,0
10897,H34202,H,303.7,312.6,1514,45.1310212676396,248,0,0,0,0,0,0
10898,M19366,M,302.4,310.1,1520,50.83045531040943,224,0,0,0,0,0,0
10899,L55123,L,300.8,311.7,1753,40.67229560552075,126,1,0,0,0,0,0
10900,L51645,L,302.8,310.6,1404,59.14288246006121,314,0,0,0,0,0,0
10901,L54462,L,300.0,310.2,1486,49.73348360530475,174,0,0,0,0,0,0
10902,L48530,L,298.7,310.2,1436,63.75955005253187,157,0,0,0,0,0,0
10903,L48488,L,298.9,310.1,1750,36.03431087165551,286,0,0,0,0,0,0
10904,M18087,M,300.5,309.3,1589,46.77205519734298,208,0,0,0,0,0,0
10905,M20853,M,300.7,310.6,1407,59.57811476146245,343,0,0,0,0,0,0
10906,L54914,L,300.6,312.0,1670,39.07054756181486,248,0,0,0,0,0,0
10907,L53104,L,300.3,310.2,1369,64.5605821618496,149,0,0,0,0,0,0
10908,L53292,L,300.7,310.8,1925,29.734368218218098,199,0,0,0,0,0,0
10909,L49513,L,299.2,308.5,1445,63.89593925666861,337,0,0,0,0,0,0
10910,M23135,M,298.9,310.6,1720,36.21429614059767,294,0,0,0,0,0,0
10911,M19387,M,302.4,310.5,1372,59.48405466140312,248,0,0,1,0,0,0
10912,L53256,L,301.0,310.9,1492,47.15294140477618,352,0,0,0,0,0,0
10913,H31153,H,298.5,307.9,1260,72.43921704706327,261,0,0,0,0,0,0
10914,M18468,M,301.7,310.8,1954,27.495723986106242,325,0,0,0,0,0,0
10915,M19509,M,303.3,311.4,1395,74.11059744965027,152,0,0,0,0,0,0
10916,L51461,L,302.0,310.0,1832,28.400858357444356,282,0,0,0,0,0,0
10917,M22927,M,300.6,312.0,1490,51.759754813492215,219,0,0,0,0,0,0
10918,M18334,M,301.9,310.8,1557,51.99936234830714,184,0,0,0,0,0,0
10919,L48765,L,298.2,308.3,1400,58.55869439471763,296,0,0,0,0,0,0
10920,L49412,L,299.5,308.6,1672,39.07524515205329,293,0,0,0,0,0,0
10921,L48578,L,299.1,310.3,1472,61.34726630206357,283,0,0,0,0,0,0
10922,L56349,L,297.7,308.8,1896,33.43389061859946,307,1,0,0,0,0,0
10923,L55790,L,297.4,308.3,1561,49.05715644211668,132,0,0,0,0,0,0
10924,L55130,L,300.8,311.6,1568,49.56503763700831,158,0,0,0,0,0,0
10925,M15780,M,295.5,305.9,1518,61.42598715538088,306,0,0,0,0,0,0
10926,M20984,M,300.9,310.9,1727,41.477111218278765,234,1,0,0,0,0,0
10927,L50718,L,302.0,311.1,1635,47.068313300242735,117,0,0,0,0,0,0
10928,L54642,L,300.0,311.3,1703,41.60018997806618,209,0,0,0,0,0,0
10929,L47396,L,298.3,308.6,1499,49.28111537645122,293,0,0,0,0,0,0
10930,M20589,M,302.3,311.8,1463,48.191509431533106,309,0,0,0,0,0,0
10931,M21445,M,301.5,310.5,1600,45.65867447058553,333,0,0,0,0,0,0
10932,M18537,M,302.3,311.7,1368,73.13036150868273,297,0,0,0,0,0,0
10933,L51645,L,302.8,310.6,1404,60.8995960527719,326,0,0,0,0,0,0
10934,L49354,L,299.6,309.2,1572,43.977524208710584,142,0,0,0,0,0,0
10935,M19716,M,303.6,312.3,1698,37.13108656234554,250,0,0,0,0,0,0
10936,M15648,M,296.9,308.1,1440,65.2115505903167,181,0,0,0,0,0,0
10937,L51168,L,302.2,311.3,1554,52.375578153179376,215,0,0,0,0,0,0
10938,M20599,M,302.2,311.7,1653,40.82041500919614,145,0,0,0,0,0,0
10939,M24784,M,298.5,308.6,1384,76.29205677383796,161,0,0,0,0,0,0
10940,L55747,L,298.0,308.7,1511,55.52113574501956,233,1,0,0,0,0,0
10941,M17690,M,300.4,309.3,1411,57.39933418547108,258,0,0,0,0,0,0
10942,L56910,L,298.8,310.0,1528,47.87858331448297,272,0,0,0,0,0,0
10943,L49073,L,297.8,307.5,1631,38.093234950703945,276,0,0,0,0,0,0
10944,L55758,L,297.5,308.2,1489,49.562735059234825,244,0,0,0,0,0,0
10945,L56865,L,299.0,310.0,1360,66.00907548821172,162,0,0,0,0,0,0
10946,L56648,L,298.6,309.4,1375,71.12169068009231,253,0,0,0,0,0,0
10947,L50170,L,300.6,309.8,1688,39.52332439864849,242,0,0,0,0,0,0
10948,L49042,L,297.9,307.7,1517,57.605050095623845,157,0,0,0,0,0,0
10949,M19741,M,303.8,312.6,1406,66.16830459956672,264,0,0,0,0,0,0
10950,H38675,H,298.3,309.0,1470,47.938620676672045,124,0,0,0,0,0,0
10951,L47449,L,298.0,308.0,1524,52.24064417411482,173,0,0,0,0,0,0
10952,L53070,L,301.4,311.0,1634,42.22071606133178,261,0,0,0,0,0,0
10953,L47186,L,298.1,308.6,1558,56.788933020522684,148,0,0,0,0,0,0
10954,L53104,L,300.3,310.2,1369,71.48434956222796,184,0,0,0,0,0,0
10955,M15958,M,296.9,307.4,1521,43.24460806068068,134,0,0,0,0,0,0
10956,H34253,H,303.4,311.9,1402,67.88183965857665,192,0,0,0,0,0,0
10957,L51429,L,302.5,310.9,1330,81.91352748295124,225,0,0,1,0,0,0
10958,L55612,L,298.8,310.0,1537,54.560510325220754,309,0,0,0,0,0,0
10959,M23117,M,299.0,310.6,1587,46.50054409911261,289,0,0,0,0,0,0
10960,M18129,M,301.3,310.0,1696,45.9856656768608,332,0,0,0,0,0,0
10961,M17499,M,299.8,309.4,1412,59.54908074673316,256,0,0,0,0,0,0
10962,L51517,L,301.6,309.9,1440,51.32544079746475,215,0,0,0,0,0,0
10963,L48700,L,298.3,309.1,1472,49.25952336531588,156,0,0,0,0,0,0
10964,L55142,L,301.0,312.2,1372,60.329684282791014,182,0,0,0,0,0,0
10965,L52968,L,301.8,311.5,1443,60.395152107349666,254,0,0,0,0,0,0
10966,L52653,L,302.7,312.2,1369,67.64922992972078,285,0,0,0,0,0,0
10967,L47449,L,298.0,308.0,1524,52.14668348566018,142,0,0,0,0,0,0
10968,L50677,L,301.9,311.0,1642,37.02346770780706,252,0,0,0,0,0,0
10969,L51579,L,302.3,310.1,1653,41.07259735915704,156,0,0,0,0,0,0
10970,M20160,M,303.8,313.2,1710,36.21737322374289,324,0,0,0,0,0,0
10971,L50524,L,301.4,310.7,1706,31.301014571899017,287,0,0,0,0,0,0
10972,M15771,M,295.6,306.1,1490,57.99395639018071,295,0,0,0,0,0,0
10973,L55344,L,299.6,310.9,1472,53.394163594786576,259,0,0,0,0,0,0
10974,L50414,L,300.8,309.4,1489,52.96070519929244,234,0,0,0,0,0,0
10975,L47731,L,297.4,309.2,1274,75.14703943486528,246,0,0,0,0,0,0
10976,M21417,M,301.5,310.6,1638,41.89054504212959,262,0,0,0,0,0,0
10977,M19509,M,303.3,311.4,1395,85.17335587233113,123,0,0,0,0,0,0
10978,M19873,M,303.8,312.9,1594,44.953690782984545,185,0,0,0,0,0,0
10979,M19582,M,303.4,311.8,1391,62.39663835753798,316,0,0,0,0,0,0
10980,M21606,M,301.7,311.1,1578,49.26211140402086,282,0,0,0,0,0,0
10981,L55331,L,299.5,310.7,1472,54.81511217637251,200,0,0,0,0,0,0
10982,L56154,L,296.8,307.5,1474,61.387754797773006,201,0,0,0,0,0,0
10983,L53542,L,300.0,309.6,1738,36.96049465258044,162,0,0,0,0,0,0
10984,H32168,H,299.6,309.1,1630,42.353097844775036,345,0,0,0,0,0,0
10985,M15674,M,296.8,307.5,1470,67.9717672046838,226,0,0,0,0,0,0
10986,M24463,M,298.9,310.1,1549,54.94443883456272,152,0,0,0,0,0,0
10987,L49095,L,298.0,307.7,1492,52.939846648439335,308,0,0,0,0,0,0
10988,L54018,L,301.1,311.1,1570,55.78757307231593,349,0,0,0,0,0,0
10989,L56379,L,297.9,308.8,1613,41.67292842526315,171,0,0,0,0,0,0
10990,L52125,L,303.6,312.7,1418,53.64095195312642,243,0,0,0,0,0,0
10991,L47992,L,296.8,307.6,1338,62.25352274843681,232,0,0,0,0,0,0
10992,L49426,L,299.3,308.4,1406,65.11126271989433,124,0,0,0,0,0,0
10993,M24721,M,298.7,309.6,1800,35.38823150653721,205,0,0,0,0,0,0
10994,L51439,L,302.7,311.2,1545,44.381048216277094,240,0,0,0,0,0,0
10995,L49095,L,298.0,307.7,1492,51.37516961096195,334,0,0,0,0,0,0
10996,M21371,M,301.2,310.1,2280,20.55527913610819,142,0,0,0,0,0,0
10997,L50414,L,300.8,309.4,1489,48.05157246094813,214,1,0,0,0,0,0
10998,L48362,L,297.3,308.3,1410,55.88599809149026,126,0,0,0,0,0,0
10999,M18317,M,301.5,310.4,2639,16.131987124352285,155,0,0,0,1,0,0
11000,L49053,L,298.4,308.1,1367,79.99947578601547,197,0,0,0,0,0,0
11001,M18524,M,302.3,311.7,1685,40.85822008635581,224,0,0,0,0,0,0
11002,L53030,L,301.3,311.1,1560,45.737901839065934,168,0,0,0,0,0,0
11003,L47307,L,298.9,308.6,1413,55.416813989015175,235,0,0,0,0,0,0
11004,M17181,M,299.2,308.8,1314,66.73286707289847,309,0,0,0,0,0,0
11005,L54168,L,300.7,311.1,1478,61.6540270197527,295,0,0,0,0,0,0
11006,L51876,L,303.4,311.6,1449,57.19465253713901,271,0,0,0,0,0,0
11007,L49511,L,299.3,308.6,1384,64.61159301860701,373,0,0,0,0,1,0
11008,L57173,L,298.8,308.4,1401,60.02784745392347,134,0,0,0,0,0,0
11009,M23665,M,297.4,308.6,1469,57.84030792657816,201,0,0,0,0,0,0
11010,M18524,M,302.3,311.7,1685,39.92837132306499,245,0,0,0,0,0,0
11011,M24209,M,298.2,308.7,1599,53.31012377472226,155,0,0,0,0,0,0
11012,M21630,M,301.3,310.8,1509,55.800393366038264,146,0,0,0,0,0,0
11013,L52638,L,303.1,312.6,1514,63.05888539168271,285,0,0,0,0,0,0
11014,L51173,L,302.3,311.3,1324,63.854758790546825,236,0,0,0,0,0,0
11015,L47770,L,297.5,309.4,1517,53.663476576776254,380,0,0,0,0,0,0
11016,M17181,M,299.2,308.8,1314,72.7590893478062,288,0,0,0,0,0,0
11017,L50236,L,300.2,309.2,1667,39.43465089258154,172,0,0,0,0,0,0
11018,L55548,L,298.9,309.8,1534,58.9993532223071,135,0,0,0,0,0,0
11019,H32781,H,301.5,310.7,1790,34.74215967056736,114,0,0,0,0,0,0
11020,L52108,L,303.5,312.3,1584,48.06917415323,189,0,0,0,0,0,0
11021,L55269,L,300.1,311.3,1676,42.150430759813716,281,0,0,0,0,0,0
11022,L52968,L,301.8,311.5,1443,58.124759975295405,265,0,0,0,0,0,0
11023,L50524,L,301.4,310.7,1706,32.21128448486264,276,0,0,0,0,0,0
11024,M16474,M,297.8,307.9,1802,33.94978167038178,166,1,0,0,0,0,0
11025,L51317,L,301.7,310.1,1384,63.891078224115844,184,0,0,0,0,0,0
11026,L53759,L,301.3,310.4,1501,54.25560179722104,319,1,0,0,0,0,0
11027,M19455,M,303.0,311.2,1460,55.51072201706002,229,0,0,0,0,0,0
11028,L48990,L,298.1,307.6,1364,76.95043927015328,242,0,0,0,0,0,0
11029,L47654,L,297.4,309.1,1478,64.55431838806729,234,0,0,0,0,0,0
11030,H30418,H,296.3,307.2,1424,51.477510092084124,325,0,0,0,0,0,0
11031,L47814,L,298.3,309.9,1507,54.23363931164529,229,0,0,0,0,0,0
11032,M21877,M,300.7,310.6,1474,51.97156329877359,163,0,0,0,0,0,0
11033,H38920,H,299.3,310.4,1548,59.474852305404085,152,0,0,0,0,0,0
11034,M23716,M,297.7,308.9,1327,85.96915774383392,161,0,0,0,0,0,0
11035,L49322,L,299.3,308.9,1376,82.32249459066539,300,0,0,0,0,0,0
11036,M22927,M,300.6,312.0,1490,54.94466540946656,219,0,0,0,0,0,0
11037,L49469,L,299.4,308.7,1504,47.613350174084964,214,0,0,0,0,0,0
11038,L50014,L,300.3,309.1,1368,62.49043240367711,293,0,0,0,0,0,0
11039,L55912,L,297.2,308.6,1864,29.3815854668256,224,0,0,0,0,0,0
11040,L52222,L,304.1,313.2,1569,48.676619473527246,254,0,0,0,0,0,0
11041,L54018,L,301.1,311.1,1570,55.95770599213806,349,0,0,0,0,0,0
11042,M24584,M,298.8,309.7,2098,27.013970995651352,250,0,0,0,0,0,0
11043,L56242,L,297.2,308.3,1576,47.23876242104377,222,0,0,0,0,0,0
11044,M14860,M,298.1,308.6,1551,58.217957682763135,134,0,0,0,0,0,0
11045,L49585,L,299.1,308.7,1498,51.14651024548222,310,0,0,0,0,0,0
11046,L55800,L,297.6,308.5,1475,51.72166885194749,165,0,0,0,0,0,0
11047,M23716,M,297.7,308.9,1327,79.10790753133905,150,0,0,0,0,0,0
11048,L47437,L,298.0,308.0,1615,38.255393957362436,144,0,0,0,0,0,0
11049,L55751,L,297.9,308.6,2262,18.583487654274315,247,1,0,0,0,0,0
11050,M14955,M,299.0,309.0,1351,63.20601926037101,170,0,0,0,0,0,0
11051,L48148,L,295.9,306.7,1547,51.70946189469207,246,0,0,0,0,0,0
11052,L48793,L,297.9,308.0,1296,89.81624411939316,175,0,0,0,0,0,0
11053,L53566,L,300.2,309.7,1656,42.30763823851197,276,1,0,0,0,0,0
11054,L52052,L,303.7,312.4,1316,74.42265322424316,250,0,0,0,0,0,0
11055,L50651,L,301.8,310.7,1441,66.84059598177564,181,0,0,0,0,0,0
11056,L53373,L,301.0,310.9,1578,57.08844070092244,168,0,0,0,0,0,0
11057,M19115,M,302.5,311.0,1387,62.45649966073376,233,0,0,0,0,0,0
11058,L55758,L,297.5,308.2,1489,53.659350192247416,272,0,0,0,0,0,0
11059,L49760,L,299.3,309.1,1293,69.45522898798711,335,0,0,0,0,0,0
11060,L48476,L,298.7,309.9,1621,47.88075628042111,287,0,0,0,0,0,0
11061,M21630,M,301.3,310.8,1509,56.953909618181136,165,0,0,0,0,0,0
11062,M20956,M,300.8,310.7,1483,55.114118462861526,128,0,0,0,0,0,0
11063,M24145,M,298.2,309.0,1410,61.34464279411179,199,0,0,0,0,0,0
11064,M17417,M,299.4,309.1,1440,59.304245063800415,265,0,0,0,0,0,0
11065,H35327,H,300.7,310.2,1479,63.94098470672546,116,0,0,0,0,0,0
11066,L50821,L,302.3,311.6,1488,57.31289805878856,196,0,0,0,0,0,0
11067,M22789,M,300.6,311.6,1669,38.298270456018024,323,0,0,0,0,0,0
11068,L53184,L,300.5,310.4,1761,36.21023085741226,114,0,0,0,0,0,0
11069,L50314,L,300.2,309.6,1359,65.98632622619692,217,0,0,0,0,0,0
11070,L48686,L,298.0,308.8,1610,44.22208273050603,309,1,0,0,0,0,0
11071,M19282,M,302.6,310.2,2157,21.948101727125806,195,0,0,0,0,0,0
11072,L50042,L,300.6,309.5,1867,29.01567028705978,347,0,0,0,0,0,0
11073,H38280,H,297.9,308.9,1416,50.95507878120615,169,0,0,0,0,0,0
11074,M21877,M,300.7,310.6,1474,50.819814476770446,149,0,0,0,0,0,0
11075,L47915,L,296.9,308.4,1557,42.74890475819866,270,0,0,0,0,0,0
11076,L56895,L,299.1,310.1,1373,71.8012620662311,231,0,0,0,0,0,0
11077,L50742,L,301.7,310.6,1471,56.16796542528649,198,0,0,0,0,0,0
11078,M19614,M,303.3,311.5,1384,68.52012425078048,178,0,0,0,0,0,0
11079,L49354,L,299.6,309.2,1572,41.407526494773606,144,0,0,0,0,0,0
11080,L54914,L,300.6,312.0,1670,39.605392520205925,264,0,0,0,0,0,0
11081,L55207,L,300.6,311.9,1425,58.83391699697454,305,0,0,0,0,0,0
11082,M24209,M,298.2,308.7,1599,47.73062368456158,156,0,0,0,0,0,0
11083,M19443,M,302.9,311.2,1467,49.487673732688904,184,0,0,0,0,0,0
11084,L47270,L,298.9,308.9,1753,35.743242501993876,151,0,0,0,0,0,0
11085,M19443,M,302.9,311.2,1467,45.95132221160688,189,0,0,0,0,0,0
11086,L56591,L,298.0,308.5,1404,59.65120996503081,308,1,0,0,0,0,0
11087,L56472,L,298.2,309.0,1643,42.64723573709999,195,0,0,0,0,0,0
11088,L50920,L,302.3,311.2,1401,62.13924595349367,235,0,0,0,0,0,0
11089,M21877,M,300.7,310.6,1474,47.82055475177027,144,0,0,0,0,0,0
11090,M15674,M,296.8,307.5,1470,70.13088293688278,224,0,0,0,0,0,0
11091,M22230,M,299.6,310.1,1455,67.02426475772667,173,1,0,0,0,0,0
11092,M24209,M,298.2,308.7,1599,49.572884650069604,133,0,0,0,0,0,0
11093,M24406,M,299.7,311.2,1560,66.97281532243484,220,0,0,0,0,0,0
11094,M18317,M,301.5,310.4,2639,14.569563094590956,167,0,0,0,1,0,0
11095,L48117,L,295.6,306.2,1263,79.07198354137093,147,0,0,0,0,0,0
11096,M20697,M,301.3,311.1,1834,32.97771416716574,130,0,0,0,0,0,0
11097,L49228,L,299.3,309.2,1465,51.98719633752061,266,0,0,0,0,0,0
11098,L47488,L,297.9,308.5,1305,61.255087559457415,282,0,0,0,0,0,0
11099,L49254,L,299.5,309.4,1602,42.12343196180369,283,0,0,0,0,0,0
11100,L55846,L,297.5,308.7,1407,57.39944991907746,279,1,0,0,0,0,0
11101,L56669,L,298.9,309.7,1407,55.81943635188996,343,1,0,0,0,0,0
11102,L47381,L,298.3,308.5,1575,52.30322734997588,224,0,0,0,0,0,0
11103,M15838,M,296.2,306.8,1526,54.70313724299095,266,0,0,0,0,0,0
11104,H36750,H,299.9,310.5,1549,54.25360689079537,301,0,0,0,0,0,0
11105,L56229,L,297.3,308.5,1545,43.639414201902056,203,0,0,0,0,0,0
11106,L51116,L,302.5,311.5,1985,25.61104416601268,299,0,0,0,0,0,0
11107,H34253,H,303.4,311.9,1402,62.15443433820148,172,0,0,0,0,0,0
11108,M18431,M,301.7,310.6,1691,34.023175742056154,250,0,0,0,0,0,0
11109,M21360,M,300.9,310.0,1416,57.222544024046144,301,0,0,0,0,0,0
11110,M23255,M,298.5,309.5,1483,51.30613854200154,232,0,0,0,0,0,0
11111,L49128,L,298.1,308.1,1410,62.350403828614716,185,1,0,0,0,0,0
11112,M19115,M,302.5,311.0,1387,70.74385612818602,208,0,0,0,0,0,0
11113,L51517,L,301.6,309.9,1440,51.10886845256116,224,0,0,0,0,0,0
11114,L56450,L,298.2,308.8,1302,78.86129610643101,130,0,0,0,0,0,0
11115,L52653,L,302.7,312.2,1369,69.49440386273146,281,0,0,0,0,0,0
11116,L47809,L,298.3,310.1,1523,60.5695012037965,216,0,0,0,0,0,0
11117,L54367,L,300.4,310.5,1402,79.73868982285404,194,0,0,0,0,0,0
11118,L51247,L,301.9,310.7,1429,66.3176370431102,184,0,0,0,0,0,0
11119,H30046,H,298.3,310.0,1419,60.86547596370499,211,0,0,0,0,0,0
11120,L51266,L,302.0,310.5,1567,51.0925581261328,266,0,0,0,0,0,0
11121,L49181,L,298.4,308.2,1604,49.5744599409083,112,0,0,0,0,0,0
11122,M22390,M,300.1,311.4,1617,50.49363043328908,179,0,0,0,0,0,0
11123,M24406,M,299.7,311.2,1560,62.95097683202213,241,0,0,0,0,0,0
11124,L56895,L,299.1,310.1,1373,72.00423148696488,222,0,0,0,0,0,0
11125,L56124,L,297.3,308.3,1471,51.8518793562417,176,0,0,0,0,0,0
11126,L55273,L,300.2,311.6,1511,49.267442933322336,265,0,0,0,0,0,0
11127,L51146,L,302.3,311.5,1530,49.39489502473518,146,0,0,0,0,0,0
11128,M23148,M,298.8,310.6,1640,43.17398018395562,154,0,0,0,0,0,0
11129,H31079,H,298.2,307.9,1491,52.24908440414245,318,0,0,0,0,0,0
