UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
10037,L49449,L,299.3,308.6,1314,58.01577282242202,111,0,0,0,0,0,0
10038,L50540,L,301.5,310.6,1394,54.21347244493375,284,0,0,0,0,0,0
10039,L55601,L,298.9,310.3,1496,41.19552259609695,232,0,0,0,0,0,0
10040,L48328,L,297.1,308.0,1348,70.47256259116993,238,0,0,0,0,0,0
10041,L48784,L,297.8,307.8,1452,51.0473284738129,65,0,0,0,0,0,0
10042,L47368,L,298.3,308.5,1606,40.162247734134674,107,0,0,0,0,0,0
10043,L51175,L,302.3,311.3,1621,36.03738748674529,213,0,0,0,0,0,0
10044,M15417,M,297.5,309.4,1433,52.36701064478328,191,0,0,0,0,0,0
10045,M24511,M,299.1,310.0,1580,39.73930397621035,245,0,0,0,0,0,0
10046,M22107,M,300.0,310.1,1314,59.39520090559255,277,0,0,0,0,0,0
10047,L49188,L,298.5,308.3,1811,30.184836497055823,96,0,0,0,0,0,0
10048,L50015,L,300.3,309.2,1572,36.084002153107505,238,0,0,0,0,0,0
10049,M21631,M,301.2,310.7,1962,25.229834034175877,107,0,0,0,0,0,0
10050,H37937,H,298.3,309.3,1529,47.70742454586466,76,0,0,0,0,0,0
10051,L55749,L,297.9,308.6,1757,29.619577789560733,183,0,0,0,0,0,0
10052,M18425,M,301.8,310.7,1420,60.238626895142936,161,0,0,0,0,0,0
10053,L47722,L,297.5,309.4,1803,29.03077870660367,158,1,0,0,0,0,0
10054,H30185,H,296.8,308.0,1311,67.64675386405011,77,0,0,0,0,0,0
10055,L49326,L,299.3,308.8,1647,40.21294695765597,222,0,0,0,0,0,0
10056,L47342,L,298.3,308.1,1586,41.78241870928671,54,0,0,0,0,0,0
10057,L48516,L,298.9,310.3,1583,35.90142271856535,276,0,0,0,0,0,0
10058,L53573,L,300.2,309.7,1678,34.962682787454426,195,0,0,0,0,0,0
10059,L48703,L,298.3,309.0,1519,42.94158361871521,97,0,0,0,0,0,0
10060,L53864,L,301.6,310.9,1538,48.379246808534845,84,0,0,0,0,0,0
10061,L53929,L,301.7,311.0,1585,39.47840446302878,232,0,0,0,0,0,0
10062,M16771,M,298.1,307.8,1316,65.16545949695696,260,0,0,0,0,0,0
10063,L47948,L,296.9,308.0,1713,33.53852337516894,88,0,0,0,0,0,0
10064,M19761,M,303.6,312.3,1630,38.38753869614484,280,0,0,0,0,0,0
10065,L53864,L,301.6,310.9,1538,43.76225943508787,60,0,0,0,0,0,0
10066,L49465,L,299.4,308.7,1381,63.15019101994296,164,0,0,0,0,0,0
10067,L48922,L,298.5,308.0,1379,56.480352792937325,216,0,0,0,0,0,0
10068,L54755,L,300.4,311.2,1471,52.26869822709348,205,0,0,0,0,0,0
10069,L52865,L,302.2,311.5,1482,56.68976653516481,164,0,0,0,0,0,0
10070,L47711,L,297.6,309.5,1549,40.47819146812826,123,0,0,0,0,0,0
10071,L56672,L,299.1,309.9,1586,42.04538277473213,255,0,0,0,0,0,0
10072,M19146,M,301.7,309.9,1434,54.755907081730406,237,0,0,0,0,0,0
10073,L54191,L,300.5,310.5,2633,15.27921444542388,73,1,0,0,1,0,0
10074,L50995,L,302.2,310.7,1769,29.077072026884842,139,0,0,0,0,0,0
10075,M16471,M,297.8,307.9,1726,32.52610634153386,94,0,0,0,0,0,0
10076,H39125,H,299.1,310.1,1429,45.40320922984096,169,0,0,0,0,0,0
10077,M16634,M,298.5,308.0,1519,42.99963294626272,89,0,0,0,0,0,0
10078,M17227,M,299.3,308.5,1496,43.81849575404506,147,0,0,0,0,0,0
10079,M22551,M,300.5,311.5,1370,63.65498602374544,77,0,0,0,0,0,0
10080,L49014,L,297.8,307.2,1498,42.81033740823023,259,0,0,0,0,0,0
10081,M23435,M,297.6,308.3,1648,35.085279436249806,203,0,0,0,0,0,0
10082,L52894,L,302.2,311.8,1618,39.615798456203876,220,0,0,0,0,0,0
10083,M22107,M,300.0,310.1,1314,66.34123132783301,255,0,0,0,0,0,0
10084,H34818,H,302.8,312.5,1422,54.647816956494864,68,0,0,0,0,0,0
10085,M20330,M,302.7,312.2,1585,44.16625954419971,220,0,0,0,0,0,0
10086,M21981,M,300.9,310.4,1375,51.830360159475084,156,0,0,0,0,0,0
10087,L52942,L,301.8,311.2,1334,59.47256198437806,121,0,0,0,0,0,0
10088,H37181,H,300.2,311.4,1319,61.37592203069459,64,0,0,0,0,0,0
10089,L56403,L,297.9,309.0,1382,51.020295220771,163,0,0,0,0,0,0
10090,M18451,M,301.7,310.5,1458,50.697868258886494,215,0,0,0,0,0,0
10091,L49131,L,298.0,307.8,1839,26.794910739924322,142,0,0,0,0,0,0
10092,L56917,L,298.9,310.0,1791,33.428262719276034,244,0,0,0,0,0,0
10093,L55571,L,298.6,309.6,1423,51.55506208845786,137,0,0,0,0,0,0
10094,L47932,L,296.9,308.1,1422,59.429942059312246,277,1,0,0,0,0,0
10095,H33341,H,302.7,311.5,1556,42.063407320136626,220,0,0,0,0,0,0
10096,L55870,L,297.1,308.5,1323,54.37704766538405,273,1,1,0,0,0,0
10097,M19905,M,304.1,313.2,1510,55.43847447931739,223,0,0,0,0,0,0
10098,L50446,L,301.3,310.1,1269,65.93374719684265,263,1,0,0,0,1,0
10099,L48929,L,298.3,307.7,1576,37.196641095137004,250,0,0,0,0,0,0
10100,L50502,L,301.5,310.5,1351,60.12795428954936,193,0,0,0,0,0,0
10101,M23210,M,298.7,309.6,1382,53.074556710843645,229,0,0,0,0,0,0
10102,M17646,M,300.2,309.5,1630,31.926060572624394,111,0,0,0,0,0,0
10103,L51171,L,302.3,311.3,1682,35.70481433159195,171,0,0,0,0,0,0
10104,L54767,L,300.4,311.1,1405,60.5485937226157,233,0,0,0,0,0,0
10105,L49023,L,297.6,307.1,1496,43.02975157503007,83,0,0,0,0,0,0
10106,M17146,M,299.4,308.7,1289,66.96869702214497,167,0,0,0,0,0,0
10107,H35165,H,302.3,311.8,1475,51.08765825912669,95,0,0,0,0,0,0
10108,L51116,L,302.5,311.5,1985,21.672513906730547,260,0,0,0,0,0,0
10109,L55699,L,298.3,309.6,1420,44.84548207819562,270,0,0,0,0,0,0
10110,L54774,L,300.6,311.3,1531,41.33899049475049,56,0,0,0,0,0,0
10111,L51034,L,302.4,311.0,1338,72.7910719610333,273,1,0,0,1,1,0
10112,L47609,L,297.5,308.6,1208,71.20989529072688,86,0,0,0,0,0,0
10113,L48573,L,299.1,310.4,1594,37.45134150924133,202,0,0,0,0,0,0
10114,L48520,L,298.6,310.2,1569,42.780496305736996,75,0,0,0,0,0,0
10115,L49734,L,299.3,309.1,1531,42.5652146272324,175,0,0,0,0,0,0
10116,M15119,M,298.1,308.2,1420,76.79025993724498,88,1,0,0,1,0,0
10117,M15586,M,297.4,308.8,1628,42.30003765989859,222,0,0,0,0,0,0
10118,L52596,L,302.6,312.3,1660,34.99751924254235,89,0,0,0,0,0,0
10119,M18739,M,302.6,311.7,1430,59.86421462172058,76,0,0,0,0,0,0
10120,M19407,M,302.5,310.4,1451,61.659324475578984,257,0,0,0,0,0,0
10121,L51403,L,302.0,310.7,1657,37.675610009241225,110,0,0,0,0,0,0
10122,L51669,L,302.5,310.4,1487,43.31511514791846,96,0,0,0,0,0,0
10123,H31817,H,299.2,308.7,1448,58.37719453970644,215,0,0,0,0,0,0
10124,L56125,L,297.4,308.2,1639,42.1106499868762,79,0,0,0,0,0,0
10125,L57092,L,298.6,308.9,1327,65.09601996137528,55,0,0,0,0,0,0
10126,L52117,L,303.4,312.3,1540,45.431799026663406,153,0,0,0,0,0,0
10127,L50117,L,300.7,309.6,1810,30.031909591050606,274,0,0,0,0,0,0
10128,L55173,L,301.1,312.3,1595,36.186495530525214,207,0,0,0,0,0,0
10129,M22400,M,300.2,311.3,1587,33.031784254283025,149,0,0,0,0,0,0
10130,L55577,L,298.5,309.6,1724,31.270418654940254,147,0,0,0,0,0,0
10131,M22414,M,300.3,311.4,1371,62.82116929033606,186,0,0,0,0,0,0
10132,L49472,L,299.6,308.9,1422,60.13786603498276,165,0,0,0,0,0,0
10133,M16956,M,299.5,309.4,1387,64.7315324215103,91,0,0,0,0,0,0
10134,L48524,L,298.5,310.1,1809,32.96097512489074,88,0,0,0,0,0,0
10135,L56782,L,298.9,310.2,1705,36.75611289167651,118,0,0,0,0,0,0
10136,L48827,L,297.8,307.8,1761,32.89306367622057,204,0,0,0,0,0,0
10137,L47688,L,297.7,309.3,1893,29.15523909941911,71,0,0,0,0,0,0
10138,M15054,M,298.2,308.5,2678,12.841404324279646,143,1,0,0,1,0,0
10139,L56447,L,298.2,308.8,1362,69.32250575321507,99,0,0,0,0,0,0
10140,L49134,L,297.9,307.8,1459,55.83274436913454,152,0,0,0,0,0,0
10141,L55650,L,298.7,309.9,1464,43.89466759349153,124,0,0,0,0,0,0
10142,L53740,L,301.6,310.8,1961,25.957197974697163,224,0,0,0,0,0,0
10143,L54280,L,300.7,310.2,1569,36.42644859197432,91,0,0,0,0,0,0
10144,M15794,M,295.5,306.0,1326,57.52325019189119,72,0,0,0,0,0,0
10145,H31955,H,299.1,308.8,1553,38.049112325786055,134,0,0,0,0,0,0
10146,H36528,H,300.9,310.4,1457,46.39710802687896,143,0,0,0,0,0,0
10147,L50253,L,300.1,309.1,1478,56.1769471110938,157,0,0,0,0,0,0
10148,L47378,L,298.4,308.7,1588,40.360988972652926,166,0,0,0,0,0,0
10149,L55409,L,299.1,310.5,1739,33.22281008078389,149,0,0,0,0,0,0
10150,L52283,L,304.1,313.4,1399,49.86968788146852,189,0,0,0,0,0,0
10151,M24122,M,298.3,309.1,1404,53.2840173329488,66,0,0,0,0,0,0
10152,L51927,L,303.3,311.2,1763,29.936141990575994,99,0,0,0,0,0,0
10153,H35270,H,301.2,310.9,1598,41.224493479863085,135,0,0,0,0,0,0
10154,M16149,M,298.6,309.7,1635,38.56503863008669,160,0,0,0,0,0,0
10155,L47624,L,297.4,308.4,1582,43.69033757497054,111,0,0,0,0,0,0
10156,L52092,L,303.5,312.2,1511,40.57695260311263,88,0,0,0,0,0,0
10157,M16199,M,298.6,310.2,1668,36.52751122264109,68,0,0,0,0,0,0
10158,H39262,H,298.5,309.2,1568,44.588421654934514,114,0,0,0,0,0,0
10159,M22381,M,300.2,311.6,1467,43.92678956729735,72,0,0,0,0,0,0
10160,M21764,M,300.9,311.5,1704,40.029617819814234,224,0,0,0,0,0,0
10161,L51267,L,301.9,310.4,1376,62.38036313141936,174,1,0,1,0,0,0
10162,L51816,L,303.0,311.3,1466,50.111413248066,281,0,0,0,0,0,0
10163,L49311,L,299.4,309.1,1432,50.218534807457985,188,0,0,0,0,0,0
10164,L52624,L,303.0,312.7,2024,21.97266259287528,160,0,0,0,0,0,0
10165,L53000,L,301.3,311.1,1723,31.343364711387125,260,0,0,0,0,0,0
10166,L55268,L,300.1,311.4,1356,54.69902942141846,207,0,0,0,0,0,0
10167,L55058,L,300.7,312.3,1418,53.408495769034936,117,0,0,0,0,0,0
10168,H38789,H,297.7,308.4,1288,51.857581972921025,151,0,0,0,0,0,0
10169,L52279,L,304.2,313.5,1438,55.86590050309976,140,0,0,0,0,0,0
10170,L51473,L,301.8,310.0,1393,52.43791210676032,262,0,0,0,0,0,0
10171,L52068,L,303.7,312.4,1512,44.42258794306994,229,0,0,0,0,0,0
10172,L52957,L,301.6,311.1,1408,50.6209863690114,159,0,0,0,0,0,0
10173,M19047,M,302.2,310.7,1601,41.60571953723039,229,0,0,0,0,0,0
10174,L51374,L,302.4,311.0,1423,52.273590607668886,226,0,0,0,0,0,0
10175,L52033,L,303.7,312.2,1487,38.94962266778813,150,0,0,0,0,0,0
10176,M24190,M,298.4,309.0,1507,41.55349861018557,253,0,0,0,0,0,0
10177,H38752,H,298.5,309.0,1531,36.129526714263235,264,0,0,0,0,0,0
10178,L48755,L,298.2,308.3,2057,20.96613496904766,226,0,0,0,0,0,0
10179,M15929,M,296.9,307.8,1840,26.51236042657065,212,0,0,0,0,0,0
10180,L55686,L,298.4,309.6,1710,31.158972025267545,242,1,0,0,0,0,0
10181,L56509,L,298.5,309.1,1474,44.92087596408711,244,0,0,0,0,0,0
10182,L47253,L,299.0,309.1,1592,38.74119275328931,242,0,0,0,0,0,0
10183,M18661,M,302.2,310.9,1771,29.80360478747567,122,0,0,0,0,0,0
10184,H33728,H,301.4,310.1,1623,34.898735023035705,116,0,0,0,0,0,0
10185,L55273,L,300.2,311.6,1511,39.310140925214824,227,0,0,0,0,0,0
10186,M15138,M,298.0,308.0,1620,33.88159573047303,129,0,0,0,0,0,0
10187,L52066,L,303.8,312.5,1372,52.48590333631767,238,0,0,0,0,0,0
10188,M19705,M,303.3,311.8,1583,40.435509723387455,133,0,0,0,0,0,0
10189,L47492,L,297.9,308.6,1468,38.92858728019804,236,0,0,0,0,0,0
10190,L56513,L,298.5,309.0,1450,44.76858418427355,253,0,0,0,0,0,0
10191,L53014,L,301.3,311.3,1434,57.501137913281944,77,0,0,0,0,0,0
10192,M24680,M,298.6,309.5,1568,42.771149966357406,236,1,0,0,0,0,0
10193,H36399,H,300.8,311.1,1698,26.36157450101817,234,0,0,0,0,0,0
10194,L53981,L,301.1,310.7,1334,56.32249910944571,185,0,0,0,0,0,0
10195,L52688,L,302.9,312.2,1367,62.01345526805992,119,0,0,0,0,0,0
10196,M23329,M,298.6,309.7,1280,74.41171418765299,116,0,0,0,0,0,0
10197,L52540,L,303.3,312.6,1463,52.89028833189244,209,0,0,0,0,0,0
10198,H34299,H,303.8,312.5,1748,28.82047468787794,240,1,0,0,0,0,0
10199,H36635,H,299.7,309.6,1433,58.518456843579926,198,0,0,0,0,0,0
10200,M17597,M,299.7,309.1,1508,44.309021088610464,231,0,0,0,0,0,0
10201,H35085,H,302.2,311.6,1534,41.63982312981442,83,0,0,0,0,0,0
10202,H38078,H,297.5,308.6,1355,63.247482990806255,194,0,0,0,0,0,0
10203,L52738,L,302.5,311.9,1553,48.33041989379299,256,0,0,0,0,0,0
10204,H34005,H,302.9,311.2,2102,20.031379375004605,142,0,0,0,0,0,0
10205,L54824,L,300.4,311.4,1424,48.28189916481107,176,0,0,0,0,0,0
10206,M15111,M,298.0,308.2,1466,51.98920051453221,79,0,0,0,0,0,0
10207,M16601,M,298.5,308.0,1363,60.478481914293766,203,0,0,0,0,0,0
10208,L53886,L,301.4,310.6,1381,48.37870860159984,117,0,0,0,0,0,0
10209,M16634,M,298.5,308.0,1519,44.02449528035475,84,0,0,0,0,0,0
10210,M24614,M,298.5,309.7,1552,40.73995624000379,250,0,0,0,0,0,0
10211,L48077,L,295.6,306.2,1612,34.55300587076442,198,0,0,0,0,0,0
10212,L51985,L,303.6,312.6,1606,36.11346614354109,233,0,0,0,0,0,0
10213,L54923,L,300.5,311.9,1710,30.25003029190256,218,1,0,0,0,0,0
10214,M17833,M,300.6,309.3,1510,54.54736539477678,131,0,0,0,0,0,0
10215,L49770,L,299.0,308.7,1396,52.61224649081574,70,0,0,0,0,0,0
10216,M21626,M,301.4,311.0,1427,50.460509003520876,73,0,0,0,0,0,0
10217,L48263,L,297.0,307.8,1683,33.57010837252879,261,0,0,0,0,0,0
10218,H33750,H,301.6,309.9,1423,61.28812000579689,174,0,0,0,0,0,0
10219,L50921,L,302.4,311.3,1503,47.34422152433778,197,0,0,0,0,0,0
10220,L49864,L,299.8,309.4,1460,42.263570186407726,89,0,0,0,0,0,0
10221,M15847,M,296.3,307.1,1534,35.657374137057644,212,0,0,0,0,0,0
10222,L50253,L,300.1,309.1,1478,53.7063167357646,180,0,0,0,0,0,0
10223,L54897,L,300.5,311.6,1365,60.553283396667496,144,0,0,0,0,0,0
10224,H33269,H,302.4,311.1,1578,38.147361719732515,241,0,0,0,0,0,0
10225,L48763,L,298.2,308.4,1310,71.45477622868127,232,1,0,0,0,1,0
10226,L50457,L,301.3,310.1,1531,44.73760090353643,81,0,0,0,0,0,0
10227,M21538,M,301.5,310.7,1336,79.85111999572572,72,1,0,0,1,0,0
10228,M16902,M,299.1,308.9,1397,55.060964220709536,179,0,0,0,0,0,0
10229,L47187,L,298.1,308.6,1527,48.41888443895278,62,0,0,0,0,0,0
10230,M21006,M,301.1,311.1,1470,49.64409053213185,205,1,0,0,0,0,0
10231,M18269,M,301.2,310.4,1697,34.35268337410827,162,0,0,0,0,0,0
10232,L47713,L,297.5,309.3,1675,35.40419041689978,120,0,0,0,0,0,0
10233,M23511,M,297.4,308.4,1564,39.14917415087802,162,1,0,0,0,0,0
10234,M22143,M,300.0,310.2,1443,66.40035104079385,120,0,0,0,0,0,0
10235,L47258,L,298.8,308.9,1398,58.09149335838183,43,0,0,0,0,0,0
10236,L53005,L,301.3,311.1,1413,48.37562418649949,292,0,0,0,0,0,0
10237,L55629,L,298.4,309.9,1725,30.297973777900655,79,0,0,0,0,0,0
10238,M19706,M,303.3,311.8,1548,41.96513305993834,115,0,0,0,0,0,0
10239,M20088,M,303.9,313.1,1343,77.60680437391531,60,0,0,0,0,0,0
10240,L47304,L,298.9,308.7,1727,35.361480364310566,161,0,0,0,0,0,0
10241,L53266,L,300.9,310.8,1482,40.19699511840329,61,0,0,0,0,0,0
10242,M18114,M,301.0,309.7,1288,70.3005336983844,205,0,0,0,0,0,0
10243,L49423,L,299.2,308.4,1465,39.30723736811648,274,0,0,0,0,0,0
10244,M16073,M,296.8,307.8,1551,46.4757732740742,160,0,0,0,0,0,0
10245,L52427,L,303.6,313.1,1405,44.11094694389626,125,0,0,0,0,0,0
10246,M15023,M,298.4,308.2,1468,50.45909966006428,58,0,0,0,0,0,0
10247,L47585,L,297.3,308.5,1350,64.11037503576102,257,0,0,0,0,0,0
10248,L49226,L,299.3,309.1,1388,52.16750637148763,200,0,0,0,0,0,0
10249,L48739,L,298.2,308.3,1458,46.279653955756764,186,0,0,0,0,0,0
10250,H31314,H,297.9,307.6,1493,42.75008531177314,219,0,0,0,0,0,0
10251,M18633,M,302.4,311.1,1887,25.668640443296795,270,0,0,0,0,0,0
10252,L51733,L,302.6,310.5,1461,53.2702501877305,42,0,0,0,0,0,0
10253,M21662,M,301.1,310.7,1621,36.75559819364997,178,0,0,0,0,0,0
10254,M21763,M,301.0,311.6,1609,42.08660561058549,233,0,0,0,0,0,0
10255,L47345,L,298.5,308.4,1733,30.953252386176924,59,0,0,0,0,0,0
10256,M23211,M,298.7,309.6,1686,29.425184176584413,240,0,0,0,0,0,0
10257,L56257,L,297.3,308.1,1762,28.144575239682116,230,0,0,0,0,0,0
10258,M18586,M,302.3,311.2,1505,38.26736591859714,149,0,0,0,0,0,0
10259,M20073,M,303.7,312.6,1429,49.043979267387094,258,0,0,0,0,0,0
10260,M17647,M,300.3,309.6,1524,45.79963976121949,133,0,0,0,0,0,0
10261,L56924,L,298.8,310.1,1574,40.51686301523435,244,0,0,0,0,0,0
10262,L57033,L,298.6,309.4,1525,41.93043843219666,123,0,0,0,0,0,0
10263,M15426,M,297.6,309.7,1541,39.90561720241343,231,0,0,0,0,0,0
10264,L50723,L,301.8,310.9,1449,40.13752114301933,77,0,0,0,0,0,0
10265,L48499,L,299.0,310.3,1929,28.465472204351972,241,0,0,0,0,0,0
10266,M21349,M,300.7,309.8,1490,42.31647275958284,243,0,0,0,0,0,0
10267,H32366,H,300.7,309.5,1667,35.00113622161894,87,0,0,0,0,0,0
10268,L53287,L,300.9,311.0,1438,57.7025054949699,138,0,0,0,0,0,0
10269,L49448,L,299.2,308.5,1438,53.1692275784421,142,0,0,0,0,0,0
10270,M19582,M,303.4,311.8,1391,50.13390460888479,272,0,0,0,0,0,0
10271,L49708,L,298.8,308.6,1730,28.19212765770826,108,0,0,0,0,0,0
10272,M18789,M,302.7,311.6,1501,43.427284462315434,234,0,0,0,0,0,0
10273,M18913,M,301.9,310.9,2305,17.808322463087467,106,0,0,0,0,0,0
10274,H35096,H,302.3,311.6,1441,64.01648939762426,150,0,0,0,0,0,0
10275,L52450,L,303.5,312.9,1275,81.33726779397722,187,0,0,0,0,0,0
10276,H30653,H,297.2,308.5,1482,43.13599289638486,233,0,0,0,0,0,0
10277,H33315,H,302.2,311.1,1553,39.81579917340578,162,0,0,0,0,0,0
10278,L48803,L,297.7,307.6,1921,24.911940122717965,119,0,0,0,0,0,0
10279,L51073,L,302.3,311.2,1549,46.278020359651,114,0,0,0,0,0,0
10280,L51159,L,302.3,311.3,1439,46.737441496832,173,0,0,0,0,0,0
10281,M18525,M,302.4,311.8,1358,60.10654549936048,186,0,0,0,0,0,0
10282,L55826,L,297.5,308.6,1497,50.051056820020435,151,0,0,0,0,0,0
10283,H35270,H,301.2,310.9,1598,41.62677227180468,113,0,0,0,0,0,0
10284,H36945,H,300.1,311.4,1377,64.06330380279815,105,0,0,0,0,0,0
10285,H37282,H,300.4,311.9,1438,53.898788412863674,109,0,0,0,0,0,1
10286,L47604,L,297.3,308.4,1430,52.05734006997875,62,0,0,0,0,0,0
10287,M15926,M,296.9,307.8,1544,46.833526094640256,222,0,0,0,0,0,0
10288,L50583,L,301.3,310.5,1337,58.51991387560242,165,0,0,0,0,0,0
10289,L53342,L,301.0,310.8,1558,38.551814215510475,266,0,0,0,0,0,0
10290,M19283,M,302.6,310.2,1563,44.34550296981698,137,0,0,0,0,0,0
10291,H29525,H,298.7,308.6,1499,49.43093151347752,140,0,0,0,0,0,0
10292,L56142,L,297.3,307.9,1628,33.208217222279295,130,0,0,0,0,0,0
10293,M17017,M,299.4,309.0,1939,24.34769186203585,269,0,0,0,0,0,0
10294,M23908,M,297.3,308.4,1370,56.52293144194047,149,0,0,0,0,0,0
10295,H34076,H,303.3,311.2,1607,36.70853414006406,103,0,0,0,0,0,0
10296,H37936,H,298.3,309.4,1631,31.294550799794866,58,0,0,0,0,0,0
10297,L56151,L,296.9,307.6,1514,42.15325580588245,140,0,0,0,0,0,0
10298,L54928,L,300.4,311.7,1515,55.089931354236825,228,0,0,0,0,0,0
10299,M17642,M,300.2,309.6,1491,48.149964904488414,99,0,0,0,0,0,0
10300,L54724,L,300.2,311.4,1425,51.56918633122919,149,0,0,0,0,0,0
10301,L52783,L,302.9,312.2,1340,64.50299035967309,166,0,0,0,0,0,0
10302,L52465,L,303.8,313.1,1523,45.97254539526037,202,0,0,0,0,0,0
10303,L50554,L,301.4,310.7,1376,58.11471533651527,96,0,0,0,0,0,0
10304,L47770,L,297.5,309.4,1517,39.3513243232632,276,0,0,0,0,0,0
10305,L51729,L,302.6,310.6,1549,42.130042134494374,240,0,0,0,0,0,0
10306,M19372,M,302.5,310.3,1411,50.58590857969316,185,0,0,0,0,0,0
10307,M20528,M,302.2,311.4,1432,51.861054475513974,109,0,0,0,0,0,0
10308,M16307,M,299.0,310.3,1662,38.9723186150563,144,0,0,0,0,0,0
10309,L49354,L,299.6,309.2,1572,38.45915399503079,64,0,0,0,0,0,0
10310,M16604,M,298.5,308.0,1461,62.80094635441161,234,0,0,0,0,0,0
10311,L53838,L,301.4,310.4,1430,55.9299945422676,257,0,0,0,0,0,0
10312,M23697,M,297.5,309.1,1540,43.24529280393063,224,0,0,0,0,0,0
10313,L47602,L,297.3,308.3,1333,64.59618811846575,56,0,0,0,0,0,0
10314,L51687,L,302.4,310.1,1709,34.623435806854964,147,0,0,0,0,0,0
10315,M16026,M,297.1,308.1,1506,43.16784747602437,285,0,0,0,0,0,0
10316,L49624,L,299.2,308.6,1267,82.27776448275357,148,1,0,0,1,0,0
10317,M16601,M,298.5,308.0,1363,57.287424633868916,224,0,0,0,0,0,0
10318,M23110,M,299.0,310.4,1394,51.31869681351333,177,0,0,0,0,0,0
10319,L48926,L,298.4,308.0,1526,45.90638742507278,224,0,0,0,0,0,0
10320,L53383,L,301.0,310.9,1404,46.221069355775356,149,0,0,0,0,0,0
10321,H33492,H,302.1,310.7,1294,66.70849173636533,152,1,0,1,0,0,0
10322,L56111,L,297.4,308.4,1434,47.66835581010146,67,0,0,0,0,0,0
10323,M20627,M,301.6,311.2,1415,52.53960399452651,123,0,0,0,0,0,0
10324,L48952,L,298.4,308.0,1508,53.15517807280892,86,0,0,0,0,0,0
10325,L50445,L,301.3,310.1,1355,61.94096254361957,260,0,0,0,0,0,0
10326,L51396,L,301.9,310.7,1370,56.71846236683948,96,0,0,0,0,0,0
10327,L52222,L,304.1,313.2,1569,41.48150075467665,205,0,0,0,0,0,0
10328,L52420,L,303.7,313.0,1694,33.1080638875585,110,0,0,0,0,0,0
10329,L48392,L,296.9,307.9,1359,64.75326838669889,183,0,0,0,0,0,0
