UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
10044,L52534,L,303.4,312.6,1462,45.04047119123076,165,0,0,0,0,0,0
10045,L48020,L,296.6,307.5,1582,40.145511016188195,263,0,0,0,0,0,0
10046,L47493,L,298.0,308.6,1313,62.370468795243845,215,0,0,0,0,0,0
10047,L52927,L,302.1,311.5,1533,42.60603488063851,84,0,0,0,0,0,0
10048,L52297,L,304.1,313.6,1611,36.26417388354915,208,0,0,0,0,0,0
10049,M24827,M,298.3,307.9,1609,38.29243343772019,204,1,0,0,0,0,0
10050,M20358,M,302.9,312.5,1903,24.336165771457853,95,0,0,0,0,0,0
10051,H37737,H,298.7,309.5,1453,45.01217938330874,161,0,0,0,0,0,0
10052,L53727,L,301.4,310.8,1740,36.46710924154981,152,0,0,0,0,0,0
10053,L49828,L,299.8,309.4,1436,58.21831437233699,226,0,0,0,0,0,0
10054,H35513,H,300.9,310.7,1609,32.44759892520704,96,0,0,0,0,0,0
10055,L50341,L,300.4,309.8,1314,68.03438670682364,192,0,0,0,0,0,0
10056,L55604,L,299.1,310.6,1380,55.551964034449284,211,0,0,0,0,0,0
10057,M16752,M,297.8,307.4,1438,48.736864325836756,203,0,0,0,0,0,0
10058,M16589,M,298.3,307.7,1439,50.56342631711084,180,0,0,0,0,0,0
10059,M19478,M,303.0,311.3,1335,61.82276921621451,243,1,0,1,0,0,0
10060,L52390,L,303.7,312.6,1466,46.374797289725926,234,0,0,0,0,0,0
10061,L52898,L,302.4,312.0,1621,37.6457372629178,213,0,0,0,0,0,0
10062,L57128,L,298.2,307.8,1804,26.717459244681198,172,0,0,0,0,0,0
10063,M15138,M,298.0,308.0,1620,32.624579398727036,143,0,0,0,0,0,0
10064,L48007,L,296.5,307.3,1501,49.73746395364395,223,1,0,0,0,0,0
10065,H37679,H,299.1,310.6,1791,32.15334711913451,238,0,0,0,0,0,0
10066,L56059,L,298.0,309.2,1527,44.49968970862077,159,0,0,0,0,0,0
10067,L50966,L,302.3,310.9,1587,42.82357875722453,80,0,0,0,0,0,0
10068,L48448,L,298.0,309.5,1496,52.88235460639332,92,0,0,0,0,0,0
10069,M20209,M,303.3,312.7,1642,37.60148619293433,177,0,0,0,0,0,0
10070,L51476,L,301.8,310.2,2825,6.739399672194695,276,1,0,0,1,0,0
10071,L53200,L,300.7,310.8,1619,41.858749854989505,98,0,0,0,0,0,0
10072,L50933,L,302.2,311.0,1463,52.178456712504094,194,0,0,0,0,0,0
10073,H31850,H,299.0,308.2,1662,36.40207765261622,129,0,0,0,0,0,0
10074,L47217,L,298.8,309.1,1439,43.63961665949524,160,0,0,0,0,0,0
10075,M15817,M,295.7,306.4,1387,46.11313851155649,149,0,0,0,0,0,0
10076,L52690,L,302.8,312.1,1418,59.26404319790357,118,0,0,0,0,0,0
10077,M20928,M,301.0,310.9,2047,20.008428650586517,235,0,0,0,0,0,0
10078,L49860,L,299.8,309.5,1641,31.157167722453636,64,0,0,0,0,0,0
10079,L49561,L,299.1,308.2,1493,39.00141871236356,181,0,0,0,0,0,0
10080,L50776,L,301.7,310.5,1354,63.34459340495977,210,0,0,0,0,0,0
10081,M19947,M,304.0,313.0,1685,29.699160139539824,131,0,0,0,0,0,0
10082,L56525,L,298.2,308.8,1442,53.66352843750249,82,0,0,0,0,0,0
10083,H30447,H,296.4,307.5,1556,43.43301679634572,137,0,0,0,0,0,0
10084,M21799,M,300.7,311.3,1348,63.952703154085185,90,0,0,0,0,0,0
10085,M19238,M,301.9,309.6,1385,50.369036024874525,278,0,0,0,0,0,0
10086,L54361,L,300.2,310.3,1331,62.958730854432545,87,0,0,0,0,0,0
10087,L51270,L,302.0,310.5,2197,17.37672736423184,212,0,0,0,0,0,0
10088,M21764,M,300.9,311.5,1704,35.55428583738023,207,0,0,0,0,0,0
10089,L53446,L,300.8,310.4,1368,55.32701236231106,85,0,0,0,0,0,0
10090,M22423,M,300.4,311.2,1831,26.620482150151222,188,0,0,0,0,0,0
10091,M22762,M,300.7,312.3,1430,53.38793578703268,205,0,0,0,0,0,0
10092,M15695,M,296.7,307.4,1533,35.44218344800355,224,0,0,0,0,0,0
10093,M19033,M,302.2,310.6,1346,52.93090992753461,184,1,0,1,0,0,0
10094,L56314,L,297.7,308.7,1449,42.21309772509054,160,0,0,0,0,0,0
10095,L53262,L,300.9,310.7,1352,53.97374808769547,273,0,0,0,0,0,0
10096,L52767,L,302.5,311.9,1481,53.44481777953018,119,0,0,0,0,0,0
10097,M15802,M,295.7,306.3,1462,46.59556406892102,78,0,0,0,0,0,0
10098,H34990,H,302.4,312.0,1457,51.65047894022431,65,0,0,0,0,0,0
10099,L56047,L,297.9,308.9,1566,51.572565339427676,127,0,0,0,0,0,0
10100,L53777,L,301.5,310.6,1481,56.73631890609436,63,0,0,0,0,0,0
10101,L48608,L,298.8,309.9,1568,39.910318452459244,89,0,0,0,0,0,0
10102,L55780,L,297.5,308.3,1435,49.41668882440323,266,0,0,0,0,0,0
10103,L48149,L,295.9,306.6,1412,46.33040234655294,156,0,0,0,0,0,0
10104,L56400,L,297.8,308.9,1282,66.0130143918231,173,0,0,0,0,0,0
10105,L56661,L,298.9,309.6,1365,56.59921211917039,243,0,0,0,0,0,0
10106,M18694,M,302.3,311.1,1295,64.9619453319508,213,0,0,0,0,0,0
10107,L48926,L,298.4,308.0,1526,47.72799065007226,228,0,0,0,0,0,0
10108,M23200,M,298.8,309.7,1480,45.96664221230322,207,0,0,0,0,0,0
10109,L51088,L,302.3,311.2,1633,44.03478679497557,174,0,0,0,0,0,0
10110,L50860,L,302.2,311.5,1744,36.1394042754361,243,0,0,0,0,0,0
10111,L48639,L,299.0,310.3,1472,44.51204452120963,149,0,0,0,0,0,0
10112,L57065,L,298.8,309.6,1613,28.757832705536522,214,0,0,0,0,0,0
10113,H36340,H,301.1,311.6,1417,60.85242227544365,47,0,0,0,0,0,0
10114,M23368,M,298.4,309.7,1679,40.074491495585676,223,0,0,0,0,0,0
10115,M15869,M,296.2,307.2,1385,46.39055338697924,67,0,0,0,0,0,0
10116,L49318,L,299.3,309.0,1734,37.831788776548045,217,0,0,0,0,0,0
10117,M20519,M,302.3,311.5,1674,36.73813923759296,62,0,0,0,0,0,0
10118,M16853,M,298.3,308.0,1463,50.53836646534865,247,0,0,0,0,0,0
10119,L49706,L,298.8,308.6,1501,38.316767948968575,95,1,0,0,0,0,0
10120,M15363,M,297.6,309.2,1442,54.46272552351283,43,0,0,0,0,0,0
10121,L49668,L,298.9,308.7,1356,58.35332824024769,239,0,0,0,0,0,0
10122,L55789,L,297.4,308.3,1475,46.94737266810542,270,1,1,0,0,0,0
10123,H35321,H,300.8,310.4,1419,56.061218084132186,251,0,0,0,0,0,0
10124,M16931,M,299.7,309.6,1313,65.18451422854405,261,0,0,0,0,0,0
10125,H36635,H,299.7,309.6,1433,56.68932218617761,174,0,0,0,0,0,0
10126,M22441,M,300.4,311.2,1366,64.70570755432357,229,0,0,0,0,0,0
10127,M22856,M,301.0,312.2,1499,51.564206014405364,214,0,0,0,0,0,0
10128,M19756,M,303.7,312.4,1642,36.314566879338294,271,0,0,0,0,0,0
10129,L49198,L,298.7,308.5,1375,49.18575887799141,90,0,0,0,0,0,0
10130,H32675,H,301.3,310.1,1469,46.60361228554847,235,0,0,0,0,0,0
10131,H34312,H,303.6,312.4,1460,55.48623813589724,278,0,0,0,0,0,0
10132,L51590,L,302.5,310.2,1586,36.89371795662149,123,0,0,0,0,0,0
10133,L48056,L,295.7,306.3,1915,25.786350285050414,136,0,0,0,0,0,0
10134,L52069,L,303.7,312.5,1632,41.34786668755697,231,0,0,0,0,0,0
10135,M18752,M,302.3,311.1,1338,61.23170335530502,136,0,0,0,0,0,0
10136,L48777,L,297.9,308.1,1531,48.37282493499942,54,0,0,0,0,0,0
10137,M23185,M,298.7,309.5,1500,43.62171165686033,189,0,0,0,0,0,0
10138,L55031,L,300.4,311.7,1373,56.293583061806245,55,0,0,0,0,0,0
10139,L50973,L,302.3,310.9,1379,58.09214995573487,82,1,0,1,0,0,0
10140,M23142,M,298.9,310.7,1638,39.116859007155476,282,0,0,0,0,0,0
10141,M24526,M,299.1,310.3,1838,25.879239163661595,276,0,0,0,0,0,0
10142,M21873,M,300.4,310.4,1544,41.015119856393596,76,0,0,0,0,0,0
10143,L50697,L,302.0,311.0,1550,40.11378527057889,240,0,0,0,0,0,0
10144,L53661,L,300.7,309.8,1406,55.555006466013076,193,0,0,0,0,0,0
10145,L50363,L,300.1,309.3,1616,39.60548353456967,241,0,0,0,0,0,0
10146,L52264,L,304.1,313.1,1969,22.93186872932525,100,0,0,0,0,0,0
10147,L53266,L,300.9,310.8,1482,45.98517114038287,58,0,0,0,0,0,0
10148,L52942,L,301.8,311.2,1334,57.58837504670371,138,0,0,0,0,0,0
10149,M20540,M,302.2,311.6,1386,54.58164738107426,115,0,0,0,0,0,0
10150,L53770,L,301.7,310.7,1763,27.145069838907375,45,0,0,0,0,0,0
10151,M24672,M,298.2,309.1,1411,48.266791822558865,217,0,0,0,0,0,0
10152,L55014,L,300.0,311.4,1483,50.37889996383541,258,0,0,0,0,0,0
10153,M15008,M,298.3,308.3,1379,55.30301001345228,254,0,0,0,0,0,0
10154,M23295,M,298.7,310.0,1519,46.60970572433082,250,0,0,0,0,0,0
10155,L57132,L,298.2,307.8,1429,53.19914618051612,184,0,0,0,0,0,0
10156,L51850,L,303.2,311.4,1610,40.63809023810324,142,0,0,0,0,0,0
10157,L51197,L,302.0,310.8,1902,26.19880972458016,249,0,0,0,0,0,0
10158,L54602,L,300.0,311.2,1351,49.465785678807535,277,0,0,0,0,0,0
10159,L48179,L,296.3,307.1,1560,36.23586773556591,239,0,0,0,0,0,0
10160,L51947,L,303.6,311.9,1473,57.660952463907606,141,0,0,0,0,0,0
10161,L52008,L,303.5,311.9,1515,42.83147592779856,90,0,0,0,0,0,0
10162,M22278,M,300.2,311.4,1427,47.91044140339133,245,0,0,0,0,0,0
10163,L55502,L,298.7,309.6,1364,49.512833505457074,160,0,0,0,0,0,0
10164,M18491,M,302.1,311.4,1419,42.32937085952819,121,0,0,0,0,0,0
10165,L50509,L,301.6,310.7,1683,33.79190221167209,175,0,0,0,0,0,0
10166,L48182,L,296.3,307.2,1646,37.49000595847156,247,0,0,0,0,0,0
10167,M16905,M,299.3,309.1,1703,37.56334996211092,172,0,0,0,0,0,0
10168,L49169,L,298.2,307.9,1785,27.614797895704775,222,0,0,0,0,0,0
10169,L51997,L,303.5,312.1,1674,38.047980463463716,46,0,0,0,0,0,0
10170,M21145,M,301.2,310.7,1426,55.98737871943813,143,0,0,0,0,0,0
10171,L48077,L,295.6,306.2,1612,36.14690837846551,180,0,0,0,0,0,0
10172,L54542,L,299.5,310.0,1594,39.64814084174479,101,0,0,0,0,0,0
10173,H36340,H,301.1,311.6,1417,61.741373330423926,52,0,0,0,0,0,0
10174,L51786,L,302.9,311.1,1556,52.67064391326052,180,0,0,0,0,0,0
10175,L55864,L,297.2,308.5,1588,41.463011791548084,255,0,0,0,0,0,0
10176,L51033,L,302.4,311.0,1486,44.998186081072696,255,0,0,0,0,0,0
10177,M16067,M,297.0,308.1,1573,39.35979824773664,136,0,0,0,0,0,0
10178,M21259,M,300.1,309.6,1501,46.74195347056598,220,0,0,0,0,0,0
10179,M23501,M,297.6,308.5,1360,56.33738211004591,139,1,0,0,0,0,0
10180,L47850,L,297.6,309.0,1822,29.81527742130675,280,0,0,0,0,0,0
10181,L56851,L,299.0,310.2,1412,47.65743003872113,324,0,0,0,0,0,0
10182,L50999,L,302.2,310.7,1567,39.94005278257903,174,1,0,0,0,0,0
10183,L49344,L,299.6,309.2,1540,43.95581795027561,293,1,0,0,0,0,0
10184,L56466,L,298.2,308.9,1605,36.930198805201464,146,0,0,0,0,0,0
10185,M21857,M,300.6,310.7,1566,42.131921972645266,231,0,0,0,0,0,0
10186,L50864,L,302.0,311.2,1270,81.48631374774983,237,1,0,0,0,1,0
10187,L49482,L,299.2,308.5,1515,43.295656631982496,195,0,0,0,0,0,0
10188,M20301,M,303.0,312.6,1392,51.65303944488666,161,0,0,0,0,0,0
10189,L48684,L,298.0,308.7,1506,54.73230047187573,275,0,0,0,0,0,0
10190,H37937,H,298.3,309.3,1529,49.241979740248254,67,0,0,0,0,0,0
10191,L50510,L,301.7,310.8,1385,54.775998062468666,200,0,0,0,0,0,0
10192,H30851,H,298.8,309.9,1439,56.727997453068056,109,1,0,0,0,0,0
10193,L50144,L,300.7,309.5,1692,32.71255947974612,117,0,0,0,0,0,0
10194,L48598,L,298.8,309.9,1320,56.09055439920428,269,1,0,0,0,0,0
10195,H38865,H,298.0,308.7,1536,47.362175472261136,151,0,0,0,0,0,0
10196,L57090,L,298.6,309.0,1469,51.172912919444414,75,0,0,0,0,0,0
10197,L48869,L,297.9,307.5,1561,41.33266941308198,60,1,0,0,0,0,0
10198,L51924,L,303.3,311.3,1393,52.20761673130243,74,0,0,0,0,0,0
10199,H34485,H,304.2,313.0,1442,47.20913868099634,68,0,0,0,0,0,0
10200,M21821,M,300.7,311.0,1378,50.578251391037696,159,0,0,0,0,0,0
10201,L48108,L,295.6,306.0,1949,23.32133234195576,61,0,0,0,0,0,0
10202,L47488,L,297.9,308.5,1305,54.39776015900967,205,0,0,0,0,0,0
10203,M22754,M,300.8,312.6,1588,43.1286468946098,190,0,0,0,0,0,0
10204,L53809,L,301.6,310.5,1397,55.98182175951944,158,0,0,0,0,0,0
10205,L50538,L,301.5,310.6,1522,41.51899876475285,258,0,0,0,0,0,0
10206,M17227,M,299.3,308.5,1496,48.07085379222395,132,0,0,0,0,0,0
10207,M21304,M,300.8,310.3,1270,70.9777762932418,129,0,0,0,0,0,0
10208,L47585,L,297.3,308.5,1350,67.52725823122606,248,0,0,0,0,0,0
10209,L56865,L,299.0,310.0,1360,55.18596537723947,116,0,0,0,0,0,0
10210,L55589,L,298.5,309.6,1861,30.099944063021884,198,0,0,0,0,0,0
10211,M23807,M,297.3,308.2,1452,44.72619092499589,86,0,0,0,0,0,0
10212,L55024,L,300.1,311.7,1503,48.170593905333575,251,0,0,0,0,0,0
10213,L49937,L,299.8,309.2,1439,42.536326480260925,270,0,0,0,0,0,0
10214,L50892,L,302.3,311.5,1543,40.6503575768833,86,0,0,0,0,0,0
10215,L51896,L,303.4,311.6,1712,33.213619151172274,242,0,0,0,0,0,0
10216,L55024,L,300.1,311.7,1503,49.022231014307074,257,0,0,0,0,0,0
10217,L49620,L,299.1,308.4,1426,58.8667440412323,129,0,0,0,0,0,0
10218,M17899,M,300.3,309.5,1665,37.70439688962776,107,0,0,0,0,0,0
10219,L54767,L,300.4,311.1,1405,61.97695915280008,268,0,0,0,0,0,0
10220,L54827,L,300.4,311.4,1728,36.23914645318414,175,0,0,0,0,0,0
10221,L56915,L,299.0,310.1,1444,55.34957349695549,211,0,0,0,0,0,0
10222,L54908,L,300.7,311.8,1420,56.312381735215844,163,0,0,0,0,0,0
10223,L48141,L,295.8,306.5,1493,48.167372998085156,168,0,0,0,0,0,0
10224,L50935,L,302.3,311.0,1329,62.67609271955943,227,0,0,0,0,0,0
10225,M19171,M,301.5,310.1,1468,46.6874235999331,86,0,0,0,0,0,0
10226,M16543,M,297.9,307.4,1403,64.20399881338611,54,0,0,0,0,0,0
10227,L52083,L,303.6,312.4,2232,19.8948295937641,60,1,0,0,0,0,0
10228,L54642,L,300.0,311.3,1703,34.376252756464396,164,0,0,0,0,0,0
10229,L52610,L,302.8,312.5,1694,32.10415733636936,126,0,0,0,0,0,0
10230,L48491,L,298.9,310.1,1587,34.73069241160738,209,0,0,0,0,0,0
10231,L54741,L,300.3,311.1,1388,53.48072582585893,207,1,0,0,0,0,0
10232,L56008,L,297.3,308.7,1587,40.83316262498216,201,0,0,0,0,0,0
10233,L55064,L,300.8,312.4,1465,68.78025773616861,166,1,0,0,1,0,0
10234,H35887,H,300.4,309.5,1547,59.22888612031544,171,0,0,0,0,0,0
10235,L55068,L,300.7,312.3,1577,37.54583772362078,158,0,0,0,0,0,0
10236,L49172,L,298.2,307.8,1375,52.58386780228629,256,0,0,0,0,0,0
10237,M20524,M,302.2,311.4,1539,39.73594242911476,67,0,0,0,0,0,0
10238,L50679,L,301.9,311.0,1353,50.04788395029539,179,0,0,0,0,0,0
10239,L53919,L,301.7,311.2,1482,51.96813639003787,215,0,0,0,0,0,0
10240,H38545,H,297.6,308.6,1463,52.87809677535532,150,0,0,0,0,0,0
10241,M21433,M,301.4,310.6,1855,27.94269906648075,222,0,0,0,0,0,0
10242,M16091,M,297.2,308.5,1604,45.86279797728318,234,0,0,0,0,0,0
10243,L56154,L,296.8,307.5,1474,50.56020527182647,150,0,0,0,0,0,0
10244,L52653,L,302.7,312.2,1369,64.22155139210383,244,0,0,0,0,0,0
10245,H30335,H,295.5,305.9,1593,43.45507284261809,275,1,0,0,0,0,0
10246,M17054,M,299.6,308.9,1568,42.345925780001465,135,0,0,0,0,0,0
10247,M24125,M,298.3,308.9,1390,58.73710799399969,95,0,0,0,0,0,0
10248,L56474,L,298.1,309.0,1437,39.95810905432478,141,0,0,0,0,0,0
10249,H33772,H,302.0,309.9,1606,39.92252520892949,215,0,0,0,0,0,0
10250,M16853,M,298.3,308.0,1463,49.01811214613837,237,0,0,0,0,0,0
10251,H37882,H,298.6,309.7,1463,47.432831700230054,120,0,0,0,0,0,0
10252,L54584,L,299.8,310.8,1553,39.654887626769664,215,0,0,0,0,0,0
10253,H33758,H,301.8,309.9,1418,56.53647853287197,171,0,0,0,0,0,0
10254,M19287,M,302.4,310.1,1379,57.286259095476616,147,1,0,1,0,0,0
10255,L56873,L,298.9,310.0,1693,32.092645109918756,129,0,0,0,0,0,0
10256,L50009,L,300.3,309.3,1612,44.3891855966381,224,0,0,0,0,0,0
10257,H37845,H,298.9,310.1,1324,60.50062689714821,226,0,0,0,0,0,0
10258,L53138,L,300.6,310.8,1533,46.703680084534,191,0,0,0,0,0,0
10259,M20197,M,303.3,312.6,1482,52.6483961318206,127,0,0,0,0,0,0
10260,L50869,L,302.1,311.4,1889,27.491652621996813,234,0,0,0,0,0,0
10261,H34725,H,303.7,312.9,1460,53.46165252689612,64,1,0,0,0,0,0
10262,L54928,L,300.4,311.7,1515,55.61022024174366,242,0,0,0,0,0,0
10263,L57084,L,298.6,309.1,1537,42.18453186675899,262,0,0,0,0,0,0
10264,H34347,H,303.4,312.2,1554,41.12828794606449,154,0,0,0,0,0,0
10265,M17181,M,299.2,308.8,1314,62.976364770229296,259,0,0,0,0,0,0
10266,L48859,L,298.0,307.5,1792,32.485196702954376,270,0,0,0,0,0,0
10267,L54781,L,300.4,311.2,1351,69.08138007101854,65,0,0,0,0,0,0
10268,L52562,L,302.9,312.4,1698,39.21734906243683,268,0,0,0,0,0,0
10269,L52933,L,302.2,311.6,1416,65.41212474850961,91,0,0,0,0,0,0
10270,L49796,L,299.4,309.1,1207,76.85319522095712,125,0,0,0,0,0,0
10271,L55650,L,298.7,309.9,1464,45.32904541164407,140,0,0,0,0,0,0
10272,M24412,M,299.3,310.8,1523,46.438459711765994,200,0,0,0,0,0,0
10273,M15706,M,296.4,307.4,1416,58.863493350296395,275,0,0,0,0,0,0
10274,M18846,M,302.2,311.3,1577,35.14389832638095,152,0,0,0,0,0,0
10275,L53128,L,300.7,310.8,2113,20.858685901864305,135,0,0,0,0,0,0
10276,M17612,M,299.7,309.1,1851,28.609837878291327,267,0,0,0,0,0,0
10277,M18759,M,302.1,311.0,1711,31.4607238565313,154,0,0,0,0,0,0
10278,M20733,M,301.5,311.1,1396,49.93803613890114,190,0,0,0,0,0,0
10279,L56092,L,297.2,308.5,1446,48.328099809916814,226,0,0,0,0,0,0
10280,L53677,L,300.8,309.9,1312,74.64555827604934,246,1,0,0,0,1,0
10281,L47342,L,298.3,308.1,1586,40.38707317865091,48,0,0,0,0,0,0
10282,L49449,L,299.3,308.6,1314,54.753364238038856,128,1,0,0,0,0,0
10283,L54511,L,299.8,310.3,1524,39.89738419201392,247,0,0,0,0,0,0
10284,L56108,L,297.4,308.4,1531,48.54037712547396,284,0,0,0,0,0,0
10285,H31197,H,298.3,308.0,1553,45.71402550795574,119,0,0,0,0,0,0
10286,M21422,M,301.5,310.7,1871,24.41514671589556,228,0,0,0,0,0,0
10287,L48543,L,298.7,310.1,1433,59.71208642352324,121,0,0,0,0,0,0
10288,H35098,H,302.2,311.6,1594,39.32828065065898,124,1,0,0,0,0,0
10289,L49086,L,297.9,307.6,1430,58.59827998988443,250,0,0,0,0,0,0
10290,L47282,L,298.8,308.8,1555,48.34004032261054,135,0,0,0,0,0,0
10291,M15959,M,296.8,307.4,1472,50.222767899646605,90,0,0,0,0,0,0
10292,L54489,L,300.0,310.4,1505,52.55164701742874,185,0,0,0,0,0,0
10293,M19027,M,302.3,310.7,1559,39.078170776018155,177,0,0,0,0,0,0
10294,L56789,L,299.0,310.1,1470,45.43838289746585,138,0,0,0,0,0,0
10295,L56253,L,297.2,308.1,1689,35.459685841057365,215,0,0,0,0,0,0
10296,M15279,M,297.3,308.3,1501,43.51556740841923,47,1,0,0,0,0,0
10297,L56705,L,299.1,310.3,1411,48.36222194040833,120,0,0,0,0,0,0
10298,L53745,L,301.4,310.6,1550,40.885025860712915,228,0,0,0,0,0,0
10299,M15732,M,295.8,306.4,1335,63.49952477023093,120,0,0,0,0,0,0
10300,H38295,H,298.0,309.2,1520,45.53740810221747,159,0,0,0,0,0,0
10301,H38043,H,297.5,308.5,1557,46.022145035853384,98,0,0,0,0,0,0
10302,M23513,M,297.4,308.3,1335,63.44820898955119,187,0,0,0,0,0,0
10303,M24042,M,297.8,309.0,1576,51.23285574814479,83,0,0,0,0,0,0
10304,M19980,M,304.2,313.6,1424,51.351625950369055,224,0,0,0,0,0,0
10305,H36528,H,300.9,310.4,1457,49.21077371118244,118,1,0,0,0,0,0
10306,L50709,L,301.9,310.9,1567,46.46236613542176,270,1,1,0,0,0,0
10307,L49939,L,299.7,309.1,1483,45.68833704906519,266,0,0,0,0,0,0
10308,L54953,L,300.3,311.4,1759,28.602907914035363,82,0,0,0,0,0,0
10309,L53249,L,300.9,310.9,1601,38.30200421007421,222,0,0,0,0,0,0
10310,L57174,L,298.8,308.3,1634,30.174640045231833,62,0,0,0,0,0,0
10311,L49912,L,299.7,309.2,1346,64.05107753781135,200,0,0,0,0,0,0
10312,H38448,H,297.4,308.2,1585,56.12577599260922,108,0,0,0,0,0,0
10313,L55577,L,298.5,309.6,1724,28.172562255486163,146,0,0,0,0,0,0
10314,M22551,M,300.5,311.5,1370,69.28589904013862,66,0,0,0,0,0,0
10315,L50124,L,300.7,309.6,1505,38.53510935550827,81,0,0,0,0,0,0
10316,L50457,L,301.3,310.1,1531,49.2283083244508,85,0,0,0,0,0,0
10317,H32292,H,300.5,309.4,1502,38.829135974334285,113,0,0,0,0,0,0
10318,L51243,L,302.0,310.8,1948,22.678630024481134,106,0,0,0,0,0,0
10319,L51916,L,303.2,311.5,1513,44.37814979370636,47,1,0,0,0,0,0
10320,M22501,M,300.4,311.4,1352,64.09667845090149,178,0,0,0,0,0,0
10321,L55387,L,299.2,310.7,1535,53.653433751801884,86,0,0,0,0,0,0
10322,L49465,L,299.4,308.7,1381,67.90532915106677,166,0,0,0,0,0,0
10323,L53140,L,300.5,310.7,1606,40.04504382089203,197,0,0,0,0,0,0
10324,L50731,L,301.9,310.9,1799,27.340591976283513,113,0,0,0,0,0,0
10325,L53265,L,300.9,310.6,1538,41.398935559565636,43,0,0,0,0,0,0
10326,L54380,L,300.0,309.9,1608,40.767445355528395,124,0,0,0,0,0,0
10327,L55708,L,298.4,309.3,1512,42.10628707831411,71,0,0,0,0,0,0
10328,L49436,L,299.1,308.3,1489,44.948479675681554,86,0,0,0,0,0,0
10329,M18007,M,300.4,309.7,1440,47.263149340455506,155,0,0,0,0,0,0
