UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
10047,L48023,L,296.6,307.5,1485,48.13299256487585,249,0,0,0,0,0,0
10048,L47961,L,296.8,308.0,1675,36.793753763799536,99,0,0,0,0,0,0
10049,M22501,M,300.4,311.4,1352,65.15966813506064,179,0,0,0,0,0,0
10050,L49909,L,299.7,309.3,1417,68.1933458287585,206,0,0,0,0,0,0
10051,L47648,L,297.3,308.7,1619,37.97189705644541,199,0,0,0,0,0,0
10052,H31850,H,299.0,308.2,1662,31.443210372857045,114,1,0,0,0,0,0
10053,L54250,L,300.7,310.7,1333,70.95500963776482,243,0,0,0,0,0,0
10054,L51592,L,302.6,310.5,1450,49.92628294984796,134,0,0,0,0,0,0
10055,L53153,L,300.5,310.8,1354,55.96180112987639,211,0,0,0,0,0,0
10056,M22423,M,300.4,311.2,1831,29.332740659226737,190,0,0,0,0,0,0
10057,M18671,M,302.1,310.7,1608,36.1794406704901,149,0,0,0,0,0,0
10058,H31541,H,299.3,309.0,1425,45.60598333550603,190,0,0,0,0,0,0
10059,L56095,L,297.1,308.3,1403,63.592750388270204,254,0,0,0,0,0,0
10060,M20389,M,302.4,311.8,1539,44.70195504732723,172,0,0,0,0,0,0
10061,L49236,L,299.5,309.3,1333,64.55473482003624,211,0,0,0,0,0,0
10062,L55798,L,297.7,308.7,1829,29.25397497797892,74,0,0,0,0,0,0
10063,M19804,M,303.6,312.7,1765,33.370015143512575,186,0,0,0,0,0,0
10064,L54265,L,300.6,310.3,1484,49.24611661673324,263,1,0,0,0,0,0
10065,L49278,L,299.4,309.3,1401,71.34868236074432,105,0,0,0,0,0,0
10066,H30368,H,295.6,306.2,1414,50.491636991597034,129,1,0,0,0,0,0
10067,L51082,L,302.2,311.1,1630,39.855583925520556,161,1,0,0,0,0,0
10068,L53479,L,301.2,310.6,1385,54.29639956942804,163,0,0,0,0,0,0
10069,L55729,L,298.3,309.3,1558,42.66656177392741,114,0,0,0,0,0,0
10070,L50638,L,301.5,310.4,1329,54.81764217879457,81,0,0,0,0,0,0
10071,L49781,L,299.3,309.1,1399,62.31081130593212,85,1,0,0,0,0,0
10072,L47941,L,296.7,307.8,1646,39.85367897215486,312,0,0,0,0,0,0
10073,L52915,L,302.4,311.8,1673,31.148798771219965,278,0,0,0,0,0,0
10074,L53812,L,301.4,310.4,1301,57.91037527315347,185,0,0,0,0,0,0
10075,L51070,L,302.3,311.2,1386,62.93555037867194,126,0,0,0,0,0,0
10076,L48730,L,298.4,308.9,1638,40.04922077784527,166,1,0,0,0,0,0
10077,L53139,L,300.6,310.8,1378,60.57041017872728,170,0,0,0,0,0,0
10078,H33499,H,302.0,310.5,1841,28.015284582481254,197,0,0,0,0,0,0
10079,L51591,L,302.5,310.3,1688,36.57354788115202,136,0,0,0,0,0,0
10080,L55233,L,300.5,311.9,1887,26.221867088773518,114,0,0,0,0,0,0
10081,L53934,L,301.8,311.1,1495,42.88975925111025,251,0,0,0,0,0,0
10082,M16202,M,298.6,310.1,1596,39.065317800858026,60,0,0,0,0,0,0
10083,L48933,L,298.2,307.5,1470,52.04471121477206,232,0,0,0,0,0,0
10084,M18120,M,301.3,310.0,2068,20.96000315286448,225,0,0,0,0,0,0
10085,L50409,L,300.6,309.4,1442,48.219028178628186,149,0,0,0,0,0,0
10086,M15538,M,297.8,309.2,1295,68.92251052326498,56,0,0,0,0,0,0
10087,L51878,L,303.4,311.6,1564,46.398794984630946,200,0,0,0,0,0,0
10088,L49009,L,297.8,307.2,1880,27.595084776384503,227,0,0,0,0,0,0
10089,L55482,L,298.7,310.1,1641,39.67468020203606,107,1,0,0,0,0,0
10090,L51407,L,302.2,310.8,1383,51.93788276600259,101,0,0,0,0,0,0
10091,L48138,L,295.8,306.4,1399,52.66211846721532,128,1,0,0,0,0,0
10092,L48745,L,298.0,308.2,1459,45.954028717508535,224,0,0,0,0,0,0
10093,L49375,L,299.6,308.9,1613,33.58065618850563,126,0,0,0,0,0,0
10094,H31776,H,299.3,308.6,1520,48.94233994867585,127,0,0,0,0,0,0
10095,L56707,L,299.1,310.4,1550,45.80224078930349,133,0,0,0,0,0,0
10096,M17955,M,299.9,309.2,1574,44.15621818133249,223,0,0,0,0,0,0
10097,L56086,L,297.3,308.7,1592,39.37962269720472,203,0,0,0,0,0,0
10098,L55270,L,300.1,311.4,1910,24.54448199739009,201,0,0,0,0,0,0
10099,L55214,L,300.7,311.8,1564,43.24823001762221,67,0,0,0,0,0,0
10100,L51795,L,303.0,311.3,1793,33.991440048628974,226,0,0,0,0,0,0
10101,L49345,L,299.5,309.1,1476,56.9202932447998,284,0,0,0,0,0,0
10102,L50336,L,300.4,309.7,1467,40.0510623281313,176,0,0,0,0,0,0
10103,M22511,M,300.4,311.5,1476,38.67746254262059,220,0,0,0,0,0,0
10104,L56647,L,298.6,309.3,1702,30.6957899455488,200,0,0,0,0,0,0
10105,L52427,L,303.6,313.1,1405,45.243318410590355,132,0,0,0,0,0,0
10106,M23864,M,297.1,307.8,1538,34.57668686982237,255,0,0,0,0,0,0
10107,H34028,H,303.0,311.2,1503,46.3669913428633,198,0,0,0,0,0,0
10108,H32984,H,301.8,310.6,1441,55.59654623217308,149,1,0,0,0,0,0
10109,L56178,L,297.1,308.0,1467,49.347005477466084,224,1,0,0,0,0,0
10110,M23210,M,298.7,309.6,1382,60.15505505520021,239,0,0,0,0,0,0
10111,M23774,M,297.3,308.5,1524,54.81633368060723,233,1,0,0,0,0,0
10112,L51758,L,303.0,311.2,1641,36.980554771698344,137,0,0,0,0,0,0
10113,M24261,M,297.7,308.2,1720,31.509804532451582,247,0,0,0,0,0,0
10114,L55122,L,300.8,311.7,1432,55.821112477517694,77,0,0,0,0,0,0
10115,M23080,M,298.9,310.3,1551,40.86497562101116,118,0,0,0,0,0,0
10116,H35789,H,300.0,309.6,1629,39.683302487835604,146,0,0,0,0,0,0
10117,M22144,M,300.1,310.3,1345,63.476085960360614,135,0,0,0,0,0,0
10118,M24336,M,298.8,309.6,1692,36.77764520525205,219,1,0,0,0,0,0
10119,M17236,M,299.2,308.3,1364,56.320834601008166,168,0,0,0,0,0,0
10120,M22538,M,300.6,311.7,1389,58.85834744927256,266,0,0,0,0,0,0
10121,L55872,L,297.1,308.4,1583,35.47432372364955,74,0,0,0,0,0,0
10122,M22923,M,300.3,311.7,1551,43.444878512361264,150,0,0,0,0,0,0
10123,L55021,L,300.1,311.5,1471,54.57507720798274,259,0,0,0,0,0,0
10124,L50650,L,301.8,310.8,1736,30.53301637880331,101,0,0,0,0,0,0
10125,L50426,L,301.0,309.7,1468,45.765674086363816,192,0,0,0,0,0,0
10126,M24631,M,298.7,309.6,1424,59.63701548708291,82,0,0,0,0,0,0
10127,L52884,L,302.5,311.8,1335,63.217122503981074,193,0,0,0,0,0,0
10128,H31191,H,298.6,308.2,1555,41.366567720788034,85,0,0,0,0,0,0
10129,M22518,M,300.4,311.6,1359,61.668161016385646,211,0,0,0,0,0,0
10130,M19519,M,303.1,311.2,1489,50.29487140630234,67,0,0,0,0,0,0
10131,M23293,M,298.8,310.1,1501,54.16441123839506,258,0,0,0,0,0,0
10132,M20484,M,302.8,312.2,1469,45.20676311611188,194,0,0,0,0,0,0
10133,M21429,M,301.4,310.7,1375,48.340473573455235,209,0,0,0,0,0,0
10134,M21131,M,300.9,310.5,1702,37.241334526070204,100,0,0,0,0,0,0
10135,L55691,L,298.4,309.7,1457,51.85354792371668,235,0,0,0,0,0,0
10136,L47943,L,296.7,307.8,1400,55.91959626653243,60,0,0,0,0,0,0
10137,L54118,L,300.7,311.2,1452,50.26145777948919,82,0,0,0,0,0,0
10138,L55273,L,300.2,311.6,1511,42.832881287885755,205,0,0,0,0,0,0
10139,L48248,L,296.8,307.8,1394,54.56285752357422,195,0,0,0,0,0,0
10140,M23373,M,298.2,309.5,1478,42.009437416574464,237,0,0,0,0,0,0
10141,L55652,L,298.5,309.7,1634,44.52447986712477,149,0,0,0,0,0,0
10142,H38043,H,297.5,308.5,1557,41.54251361944024,99,0,0,0,0,0,0
10143,M17232,M,299.3,308.5,1404,55.533481933479095,159,0,0,0,0,0,0
10144,L53413,L,301.2,310.9,1467,42.2950854679523,232,0,0,0,0,0,0
10145,L49096,L,298.0,307.7,1387,60.24574603251533,248,0,0,0,0,0,0
10146,L49434,L,299.1,308.3,1325,55.81792870931492,79,0,0,0,0,0,0
10147,H33131,H,302.3,311.4,1443,53.42316986781004,121,0,0,0,0,0,0
10148,L52402,L,303.9,313.1,1665,32.17674717834518,66,0,0,0,0,0,0
10149,M22016,M,300.2,310.0,1664,36.40562150766658,234,0,0,0,0,0,0
10150,L52952,L,301.6,311.3,1706,33.12875667135887,170,0,0,0,0,0,0
10151,L48938,L,298.1,307.4,1608,41.93232561272285,235,0,0,0,0,0,0
10152,M16184,M,298.8,310.1,1243,84.52977634238574,236,1,0,0,1,1,0
10153,M16601,M,298.5,308.0,1363,57.560587097812196,204,0,0,0,0,0,0
10154,M15674,M,296.8,307.5,1470,56.0098194087568,202,0,0,0,0,0,0
10155,M22752,M,300.9,312.6,1555,42.494442155216426,154,0,0,0,0,0,0
10156,L51043,L,302.5,311.4,1674,32.38457189948436,277,0,0,0,0,0,0
10157,H33722,H,301.4,309.9,1460,57.19761081680831,92,0,0,0,0,0,0
10158,M23613,M,297.4,308.6,1657,35.33420764110815,211,0,0,0,0,0,0
10159,M23275,M,298.7,309.9,1434,62.8778679796766,184,0,0,0,0,0,0
10160,M24069,M,298.0,309.0,1393,63.698047877517695,136,0,0,0,0,0,0
10161,M17016,M,299.4,308.9,1457,44.77182726775736,261,0,0,0,0,0,0
10162,H35028,H,303.0,312.2,1624,31.689291918904672,163,0,0,0,0,0,0
10163,H33555,H,301.7,310.1,1462,44.61085792963754,117,0,0,0,0,0,0
10164,H32984,H,301.8,310.6,1441,52.732489428908984,161,1,0,0,0,0,0
10165,L51992,L,303.4,311.9,1531,44.56845594844989,253,0,0,0,0,0,0
10166,M16007,M,297.1,308.0,1690,32.62683819382968,231,0,0,0,0,0,0
10167,L49991,L,299.9,309.2,1761,31.477015044699268,179,0,0,0,0,0,0
10168,M19048,M,302.3,310.8,1611,38.83633650603067,237,0,0,0,0,0,0
10169,L52384,L,303.7,312.7,1989,26.391335966942556,214,0,0,0,0,0,0
10170,L50445,L,301.3,310.1,1355,62.518021740447345,272,0,0,0,0,0,0
10171,L54079,L,300.9,311.6,1671,38.46901248629507,199,0,0,0,0,0,0
10172,L49792,L,299.4,309.1,2421,16.92665702907958,100,0,0,0,0,0,0
10173,L52735,L,302.5,312.0,1411,50.579483036515,218,0,0,0,0,0,0
10174,L49640,L,299.0,308.6,1466,54.27688699103848,169,0,0,0,0,0,0
10175,L51242,L,302.0,310.9,1446,51.13863310694438,143,0,0,0,0,0,0
10176,H32664,H,301.2,309.8,1709,30.673445377246992,195,0,0,0,0,0,0
10177,L51317,L,301.7,310.1,1384,60.04469768017469,110,0,0,0,0,0,0
10178,L54894,L,300.5,311.5,1487,50.26789722892274,130,0,0,0,0,0,0
10179,M18484,M,302.0,311.4,1587,41.50869981563562,92,0,0,0,0,0,0
10180,M17259,M,299.2,308.5,1594,40.713872353887716,239,0,0,0,0,0,0
10181,M19344,M,302.6,310.4,1451,47.21166384010254,103,0,0,0,0,0,0
10182,M24323,M,298.5,309.3,1552,43.476705373477905,184,0,0,0,0,0,0
10183,M17863,M,300.6,309.9,1449,49.78877721294892,227,0,0,0,0,0,0
10184,M17384,M,298.8,308.7,1446,53.65522266791085,128,0,0,0,0,0,0
10185,L54216,L,300.7,310.6,1540,61.569597684384625,151,0,0,0,0,0,0
10186,L50964,L,302.2,310.8,1744,33.622406430301304,63,0,0,0,0,0,0
10187,L54072,L,301.0,311.6,1440,50.65522427908228,174,0,0,0,0,0,0
10188,L53380,L,301.0,310.9,1679,34.81786664264062,130,0,0,0,0,0,0
10189,M24648,M,298.5,309.5,1535,45.802783812284325,129,0,0,0,0,0,0
10190,L50457,L,301.3,310.1,1531,46.816366450506905,72,0,0,0,0,0,0
10191,H29595,H,298.2,308.3,1824,29.54649411104724,89,0,0,0,0,0,0
10192,L56301,L,297.3,308.3,1396,52.20922098079492,114,0,0,0,0,0,0
10193,L47444,L,298.1,308.2,1390,50.11647921904369,94,0,0,0,0,0,0
10194,H39392,H,298.6,308.3,1377,62.4199003123845,252,0,0,0,0,0,0
10195,L50875,L,302.2,311.3,1530,42.35926883751277,261,1,1,0,0,0,0
10196,L50972,L,302.3,310.9,1459,36.31532878925657,107,0,0,0,0,0,0
10197,L50748,L,301.8,310.6,1372,59.42998477347522,160,0,0,0,0,0,0
10198,M24640,M,298.8,309.8,1477,49.64666101346232,125,0,0,0,0,0,0
10199,L51696,L,302.5,310.3,1539,44.754230866922,183,0,0,0,0,0,0
10200,M20980,M,300.9,311.2,1472,50.64824043572986,135,0,0,0,0,0,0
10201,L51625,L,302.5,310.2,1716,34.07026469285873,233,0,0,0,0,0,0
10202,M14955,M,299.0,309.0,1351,60.69221246488603,107,0,0,0,0,0,0
10203,M23080,M,298.9,310.3,1551,39.39843950547625,129,0,0,0,0,0,0
10204,L52172,L,303.8,312.9,1573,36.80730712448331,57,0,0,0,0,0,0
10205,L51545,L,302.0,310.0,1449,55.5630933965496,260,0,0,0,0,0,0
10206,M21690,M,301.0,310.9,1359,61.936000350610186,259,0,0,0,0,0,0
10207,M22281,M,300.1,311.4,1342,58.107917076712035,249,0,0,0,0,0,0
10208,L52582,L,302.7,312.3,1421,58.48208376930752,73,0,0,0,0,0,0
10209,H39214,H,298.5,309.3,1421,58.018568453367436,166,0,0,0,0,0,0
10210,M16790,M,298.1,307.9,1569,43.48394150414717,72,0,0,0,0,0,0
10211,L56283,L,297.3,308.2,1490,49.38550198377256,70,0,0,0,0,0,0
10212,L54536,L,299.6,310.2,1333,54.414969521312415,93,0,0,0,0,0,0
10213,L51612,L,302.4,310.2,1445,53.22747166742459,171,0,0,0,0,0,0
10214,L53432,L,300.8,310.3,1538,42.636212683020474,244,1,0,0,0,0,0
10215,L53531,L,300.0,309.7,1542,57.56111928058863,70,0,0,0,0,0,0
10216,L56468,L,298.2,308.9,1444,62.819213907366276,161,0,0,0,0,0,0
10217,L48331,L,297.0,307.9,1350,50.71188537492485,217,0,0,0,0,0,0
10218,L52658,L,302.7,312.2,1611,38.324613840177165,239,0,0,0,0,0,0
10219,M23124,M,299.1,310.6,1397,52.43111993729874,212,0,0,0,0,0,0
10220,L55476,L,298.9,310.3,1436,42.57512458885555,75,0,0,0,0,0,0
10221,L52150,L,303.8,312.6,1565,39.319944247175336,238,0,0,0,0,0,0
10222,M15648,M,296.9,308.1,1440,59.2593264133538,120,0,0,0,0,0,0
10223,M23672,M,297.2,308.4,1378,51.68576907019127,140,0,0,0,0,0,0
10224,H34318,H,303.6,312.4,1480,62.32585747187236,42,0,0,0,0,0,0
10225,L49216,L,299.0,308.7,1892,25.401993913582807,146,0,0,0,0,0,0
10226,L53583,L,300.1,309.6,1649,37.32716752409988,216,0,0,0,0,0,0
10227,L53728,L,301.4,310.8,1770,28.482867500134546,187,0,0,0,0,0,0
10228,L54518,L,299.8,310.5,1496,44.39129041391455,290,0,0,0,0,0,0
10229,M19989,M,304.1,313.3,1725,32.822764746873105,241,0,0,0,0,0,0
10230,H31146,H,298.4,307.9,1700,30.93193103564023,193,0,0,0,0,0,0
10231,M18868,M,302.2,311.2,1471,48.72703715184665,206,0,0,0,0,0,0
10232,L54551,L,299.6,310.2,1512,50.72386672102566,119,0,0,0,0,0,0
10233,L54123,L,300.7,311.3,1522,44.6823188174995,121,1,0,0,0,0,0
10234,L50517,L,301.6,310.8,1564,39.18063518087717,221,0,0,0,0,0,0
10235,L49590,L,299.1,308.5,1689,35.87693451410282,249,0,0,0,0,0,0
10236,M20085,M,304.0,313.2,1437,61.45694413248809,71,0,0,0,0,0,0
10237,L54561,L,299.7,310.3,1495,53.92495747522195,179,0,0,0,0,0,0
10238,M15851,M,296.1,307.0,1523,48.395775444961245,219,0,0,0,0,0,0
10239,L56140,L,297.3,307.9,1797,30.270685319030754,140,0,0,0,0,0,0
10240,L48352,L,297.1,308.1,1446,40.703821026390735,286,0,0,0,0,0,0
10241,L48659,L,298.2,309.3,1355,49.91323476747198,196,0,0,0,0,0,0
10242,M21178,M,300.9,310.3,1416,57.85936632780916,224,0,0,0,0,0,0
10243,L54334,L,300.3,310.1,1483,45.77916201443639,243,0,0,0,0,0,0
10244,L56851,L,299.0,310.2,1412,48.69111840390153,310,0,0,0,0,0,0
10245,L56574,L,297.7,308.2,1334,56.373301258745435,232,0,0,0,0,0,0
10246,L53295,L,300.8,310.9,1457,56.75861216315515,146,0,0,0,0,0,0
10247,L56865,L,299.0,310.0,1360,58.88167544077285,93,0,0,0,0,0,0
10248,L49518,L,299.3,308.3,1651,30.576043824648835,52,0,0,0,0,0,0
10249,L56335,L,297.5,308.5,1340,66.75482352525448,215,0,0,0,0,0,0
10250,L47471,L,298.0,308.3,1473,46.64374288391601,182,0,0,0,0,0,0
10251,L53158,L,300.5,310.6,1448,50.69277386016455,245,0,0,0,0,0,0
10252,H34454,H,304.1,313.2,1586,39.44315949502602,216,0,0,0,0,0,0
10253,M15332,M,297.4,309.0,1497,45.701449550188286,200,0,0,0,0,0,0
10254,L54845,L,300.5,311.6,1497,47.70201430295218,227,0,0,0,0,0,0
10255,M15138,M,298.0,308.0,1620,33.60763552260975,137,0,0,0,0,0,0
10256,L51029,L,302.3,311.0,1561,43.38466815960585,259,0,0,0,0,0,0
10257,L56624,L,298.1,308.9,2136,18.2815082234731,124,0,0,0,0,0,0
10258,M19705,M,303.3,311.8,1583,39.906902430645665,143,0,0,0,0,0,0
10259,L55032,L,300.3,311.7,1515,43.36565108207444,81,1,0,0,0,0,0
10260,L53890,L,301.5,310.7,1323,57.07540554068774,156,0,0,0,0,0,0
10261,L56298,L,297.6,308.6,1526,50.28183735952937,118,0,0,0,0,0,0
10262,L49561,L,299.1,308.2,1493,37.82582902226239,185,0,0,0,0,0,0
10263,L54674,L,300.2,311.8,1436,57.09878799843746,228,0,0,0,0,0,0
10264,L51338,L,301.9,310.4,1889,23.441853247187858,140,0,0,0,0,0,0
10265,L47895,L,297.4,308.6,1324,68.91241789617028,187,0,0,0,0,0,0
10266,L51421,L,302.4,311.0,1475,55.95856928800474,126,0,0,0,0,0,0
10267,M16397,M,298.4,309.1,1467,43.17284893031588,135,0,0,0,0,0,0
10268,L54930,L,300.4,311.7,1444,57.93309958354755,237,0,0,0,0,0,0
10269,L50708,L,302.0,310.9,1378,63.27510961371104,264,1,0,0,0,1,0
10270,H29626,H,298.4,308.7,1344,62.29814710842833,206,0,0,0,0,0,0
10271,L51648,L,302.7,310.5,1725,33.22516824408466,259,0,0,0,0,0,0
10272,M22248,M,299.8,310.6,1694,35.27067246047302,165,0,0,0,0,0,0
10273,M23886,M,297.5,308.4,1685,32.527500166862,89,0,0,0,0,0,0
10274,L49642,L,298.9,308.5,1742,38.8224368211433,176,1,0,0,0,0,0
10275,L55796,L,297.6,308.6,1355,55.693148915052404,81,0,0,0,0,0,0
10276,L55305,L,300.2,311.4,1452,58.50706241775183,77,0,0,0,0,0,0
10277,L56337,L,297.5,308.5,1462,61.97914138952822,222,0,0,0,0,0,0
10278,M24767,M,298.6,309.1,1487,49.67133081728474,273,0,0,0,0,0,0
10279,L47429,L,298.0,308.3,1405,59.875071872183995,261,1,0,0,0,1,0
10280,L56898,L,298.9,309.9,1517,45.76274185400059,171,0,0,0,0,0,0
10281,L50656,L,301.8,310.6,1522,51.36635705747951,139,1,0,0,0,0,0
10282,L56848,L,299.1,310.3,1619,40.873016808216356,311,0,0,0,0,0,0
10283,L49781,L,299.3,309.1,1399,62.473288392628746,76,1,0,0,0,0,0
10284,L47891,L,297.5,308.7,1443,50.01615686109621,154,1,0,0,0,0,0
10285,M21631,M,301.2,310.7,1962,25.518363152608497,99,0,0,0,0,0,0
10286,M17745,M,300.5,309.5,1320,59.024414694673695,105,0,0,0,0,0,0
10287,L54231,L,300.6,310.4,1556,41.84749832576034,175,0,0,0,0,0,0
10288,L49435,L,299.1,308.3,1559,36.4289503545023,102,0,0,0,0,0,0
10289,L47589,L,297.4,308.6,1459,49.23555656419825,267,0,0,0,0,0,0
10290,M17047,M,299.8,309.4,1439,56.18961574666174,110,0,0,0,0,0,0
10291,L51451,L,302.6,310.8,1470,47.006873441275005,222,0,0,0,0,0,0
10292,M17577,M,299.5,309.1,1422,55.11590429656491,170,0,0,0,0,0,0
10293,L50030,L,300.4,309.3,1671,41.30599120231364,264,0,0,0,0,0,0
10294,H37732,H,298.7,309.7,1565,46.88905614208563,169,0,0,0,0,0,0
10295,L55870,L,297.1,308.5,1323,51.79697820258827,270,1,1,0,0,0,0
10296,L56881,L,298.8,309.8,1485,49.10636356078064,130,0,0,0,0,0,0
10297,L49858,L,299.8,309.6,1447,50.5534465664387,54,0,0,0,0,0,0
10298,L47566,L,297.6,308.7,1319,55.567112409135866,214,0,0,0,0,0,0
10299,L49103,L,298.0,307.7,1529,40.17288892618484,54,0,0,0,0,0,0
10300,L54833,L,300.4,311.5,1492,54.097855239496056,209,0,0,0,0,0,0
10301,M15294,M,297.5,308.5,1484,51.197349196639884,99,0,0,0,0,0,0
10302,L54462,L,300.0,310.2,1486,43.30501958380662,135,0,0,0,0,0,0
10303,H38549,H,297.7,308.8,1404,57.87017674300077,148,1,0,0,0,0,0
10304,L47184,L,298.2,308.7,1408,43.882957916688106,82,0,0,0,0,0,0
10305,H39412,H,299.0,308.7,1408,55.16941689391524,71,0,0,0,0,0,0
10306,L50948,L,302.2,311.0,1555,38.33665608516565,252,0,0,0,0,0,0
10307,M18353,M,301.9,311.0,1638,40.63193212075013,156,0,0,0,0,0,0
10308,L47609,L,297.5,308.6,1208,69.56944273858173,76,0,0,0,0,0,0
10309,M23105,M,299.0,310.3,1303,78.92392731423203,171,1,0,0,1,0,0
10310,L52835,L,302.3,311.5,1387,53.2098478360473,52,0,0,0,0,0,0
10311,L47726,L,297.5,309.4,1809,26.733496786572427,166,0,0,0,0,0,0
10312,L51082,L,302.2,311.1,1630,42.690466559414695,139,1,0,0,0,0,0
10313,L49978,L,300.3,309.6,1568,46.9852177785101,138,0,0,0,0,0,0
10314,H30418,H,296.3,307.2,1424,46.41997771507482,239,0,0,0,0,0,0
10315,H33946,H,302.5,310.4,1422,49.36484200390333,218,0,0,0,0,0,0
10316,M19812,M,303.8,312.7,1374,59.93584431434324,182,0,0,0,0,0,0
10317,M19200,M,301.7,309.9,1533,50.5834270457576,167,0,0,0,0,0,0
10318,L50898,L,302.4,311.4,1450,52.562122529991846,98,0,0,0,0,0,0
10319,L55409,L,299.1,310.5,1739,29.801123477194288,138,0,0,0,0,0,0
10320,M18590,M,302.3,311.2,1405,52.65164282622003,167,0,0,0,0,0,0
10321,M21157,M,301.1,310.5,1309,70.36235736380883,157,1,0,0,0,0,0
10322,L55144,L,300.9,312.1,1423,48.22805929045897,130,0,0,0,0,0,0
10323,M19118,M,302.7,311.1,1297,70.1117018747346,187,1,0,1,0,0,0
10324,L55797,L,297.6,308.6,1529,53.56947636051554,73,0,0,0,0,0,0
10325,L51318,L,301.7,310.2,1311,71.28157421291404,91,1,0,1,0,0,0
10326,H34913,H,302.9,312.3,1417,55.267408958265584,69,0,0,0,0,0,0
10327,L55285,L,300.4,311.9,1476,53.115496653634686,254,0,0,0,0,0,0
10328,L48229,L,296.5,307.6,1415,50.552877621047884,167,0,0,0,0,0,0
10329,L55003,L,300.0,311.3,1484,63.720220534463095,199,0,0,0,0,0,0
