UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
10825,M23917,M,297.3,308.4,1686,49.82804303507274,197,0,0,0,0,0,0
10826,M23008,M,299.5,310.7,1488,55.387419163320104,213,0,0,0,0,0,0
10827,L54990,L,300.1,311.5,2218,22.650376703998553,247,0,0,0,0,0,0
10828,M18347,M,301.8,310.8,1508,51.22258456162277,239,0,0,0,0,0,0
10829,M24320,M,298.4,309.2,1399,57.90298743504139,238,0,0,0,0,0,0
10830,L48392,L,296.9,307.9,1359,73.29365119174952,237,0,0,0,0,0,0
10831,L48916,L,298.4,307.9,1544,47.85960914938328,245,0,0,0,0,0,0
10832,L55912,L,297.2,308.6,1864,30.858702146157167,229,0,0,0,0,0,0
10833,H37729,H,298.7,309.8,1422,53.67844232357573,174,0,0,0,0,0,0
10834,M21924,M,300.8,310.5,1696,35.999497516312736,264,0,0,0,0,0,0
10835,M20326,M,302.9,312.3,1426,63.628082806964194,301,0,0,0,0,0,0
10836,L57149,L,298.4,308.1,1491,66.21219463247007,261,0,0,0,0,0,0
10837,L55123,L,300.8,311.7,1753,42.190937767494894,123,0,0,0,0,0,0
10838,L50447,L,301.3,310.0,1550,55.66620466338496,335,0,0,0,0,0,0
10839,L49523,L,299.1,308.3,1305,80.3284206692361,136,0,0,0,0,0,0
10840,M22250,M,299.7,310.5,1490,55.037301819813564,239,0,0,0,0,0,0
10841,L51359,L,302.4,310.9,1349,62.61189218964206,241,0,0,1,0,0,0
10842,L49354,L,299.6,309.2,1572,43.36423262855288,153,0,0,0,0,0,0
10843,M15294,M,297.5,308.5,1484,58.079350195321744,149,0,0,0,0,0,0
10844,L54064,L,300.8,311.2,1492,48.87505166918688,221,0,0,0,0,0,0
10845,L54990,L,300.1,311.5,2218,23.358060170767796,236,0,0,0,0,0,0
10846,L54471,L,300.2,310.5,1416,63.41595381343697,240,0,0,0,0,0,0
10847,L52006,L,303.4,311.8,2268,20.20660964252353,161,0,0,0,0,0,0
10848,M16711,M,297.7,307.3,1365,59.778281038389615,136,0,0,0,0,0,0
10849,L49585,L,299.1,308.7,1498,53.569516900444,289,0,0,0,0,0,0
10850,L48117,L,295.6,306.2,1263,77.95216363695144,157,0,0,0,0,0,0
10851,L50821,L,302.3,311.6,1488,57.502059752712555,173,0,0,0,0,0,0
10852,H31770,H,299.3,308.6,1498,51.06807546453851,141,1,0,0,0,0,0
10853,L47875,L,297.6,309.0,1487,63.807645363546776,197,0,0,0,0,0,0
10854,L54788,L,300.5,311.4,1642,34.48458242990842,153,0,0,0,0,0,0
10855,L57071,L,298.8,309.5,1374,66.25780782981947,261,0,0,0,0,0,0
10856,L50661,L,302.0,310.9,1663,42.54917457241868,169,0,0,0,0,0,0
10857,M24145,M,298.2,309.0,1410,57.832022695886145,211,0,0,0,0,0,0
10858,L54693,L,300.4,311.8,2261,20.15413187539143,99,0,0,0,0,0,0
10859,M24057,M,297.9,308.8,1469,69.40197151457343,170,1,0,0,0,0,0
10860,L56242,L,297.2,308.3,1576,48.78575006644616,227,0,0,0,0,0,0
10861,L55496,L,298.8,309.8,1463,51.97581963114444,217,0,0,0,0,0,0
10862,H30941,H,298.1,309.1,1425,63.23321095308608,197,0,0,0,0,0,0
10863,M23255,M,298.5,309.5,1483,53.52833380158879,234,1,0,0,0,0,0
10864,L47915,L,296.9,308.4,1557,44.13184949028358,301,0,0,0,0,0,0
10865,L54168,L,300.7,311.1,1478,55.559577068076344,252,0,0,0,0,0,0
10866,L50373,L,300.0,309.1,1401,55.08027005381685,147,0,0,0,0,0,0
10867,L50763,L,301.8,310.7,1751,40.54859135628593,252,0,0,0,0,0,0
10868,M16922,M,299.7,309.6,1477,57.63935128478243,300,0,0,0,0,0,0
10869,L54168,L,300.7,311.1,1478,57.66915430862706,284,0,0,0,0,0,0
10870,L54202,L,300.7,310.5,1561,40.59502668186523,156,0,0,0,0,0,0
10871,L50381,L,300.2,309.1,1479,69.98367300511312,146,0,0,0,0,0,0
10872,M24818,M,298.1,307.8,1525,44.7984231983733,251,0,0,0,0,0,0
10873,L50999,L,302.2,310.7,1567,47.63132902448521,219,0,0,0,0,0,0
10874,L50064,L,300.6,309.6,1409,52.073158301734814,203,1,0,0,0,0,0
10875,M20394,M,302.3,311.7,1494,45.94861891103934,223,0,0,0,0,0,0
10876,L51517,L,301.6,309.9,1440,56.52884100645569,253,0,0,0,0,0,0
10877,L53539,L,300.1,309.8,1430,72.208189801085,144,0,0,0,0,0,0
10878,L56910,L,298.8,310.0,1528,48.77618141552899,257,0,0,0,0,0,0
10879,L48916,L,298.4,307.9,1544,49.904146217303605,217,0,0,0,0,0,0
10880,M15218,M,297.6,308.3,1467,53.52054703832254,191,0,0,0,0,0,0
10881,L54624,L,300.2,311.7,1286,67.84244805127383,161,0,0,0,0,0,0
10882,M15566,M,297.8,309.0,1434,58.421311448323436,241,0,0,0,0,0,0
10883,H31956,H,299.2,308.9,1712,31.59474132552285,212,0,0,0,0,0,0
10884,M24463,M,298.9,310.1,1549,49.93577179203742,157,0,0,0,0,0,0
10885,L55344,L,299.6,310.9,1472,52.365428352078546,243,0,0,0,0,0,0
10886,L47397,L,298.3,308.5,1664,44.010972725280496,235,0,0,0,0,0,0
10887,H29742,H,297.6,308.4,1703,42.82849922401095,336,0,0,0,0,0,0
10888,L51540,L,302.1,310.1,1543,51.10542996718857,277,0,0,0,0,0,0
10889,L47397,L,298.3,308.5,1664,40.1293589500245,237,0,0,0,0,0,0
10890,H38389,H,296.7,307.4,1661,41.3493099644342,248,1,0,0,0,0,0
10891,M15675,M,296.8,307.5,1516,44.00463379578971,236,0,0,0,0,0,0
10892,L47257,L,298.8,308.9,1455,58.95733714372625,337,0,1,0,0,0,0
10893,L53641,L,300.6,310.0,1505,44.668533450604684,219,0,0,0,0,0,0
10894,L50314,L,300.2,309.6,1359,72.3338450929585,205,0,0,0,0,0,0
10895,M19443,M,302.9,311.2,1467,49.88119470861274,211,0,0,0,0,0,0
10896,H34202,H,303.7,312.6,1514,45.76061165058986,237,0,0,0,0,0,0
10897,L52255,L,304.1,313.2,1366,62.13204494979183,142,0,0,0,0,0,0
10898,M21997,M,300.6,310.0,1486,56.09336600573144,245,0,0,0,0,0,0
10899,L53191,L,300.8,310.8,1564,52.00006904007063,160,0,0,0,0,0,0
10900,L48722,L,298.3,308.9,1379,69.8240007905586,205,0,0,0,0,0,0
10901,H38752,H,298.5,309.0,1531,43.94403282189819,327,0,0,0,0,0,0
10902,L50661,L,302.0,310.9,1663,43.23745667785399,175,0,0,0,0,0,0
10903,M18431,M,301.7,310.6,1691,31.84101980106028,254,0,0,0,0,0,0
10904,H32781,H,301.5,310.7,1790,36.46476756414128,126,0,0,0,0,0,0
10905,L55269,L,300.1,311.3,1676,41.74178632594122,273,0,0,0,0,0,0
10906,L56349,L,297.7,308.8,1896,32.33103532361015,295,0,0,0,0,0,0
10907,M20853,M,300.7,310.6,1407,59.16329835173868,335,0,0,0,0,0,0
10908,M19873,M,303.8,312.9,1594,44.70717398487422,176,0,0,0,0,0,0
10909,M24584,M,298.8,309.7,2098,26.54955429903965,266,0,0,0,0,0,0
10910,L55717,L,298.6,309.5,1730,37.8052999588092,135,0,0,0,0,0,0
10911,L54788,L,300.5,311.4,1642,36.79313489567775,161,0,0,0,0,0,0
10912,H31956,H,299.2,308.9,1712,35.00277375551202,234,0,0,0,0,0,0
10913,L48770,L,298.2,308.4,1497,47.530191110630234,332,0,0,0,0,0,0
10914,L54471,L,300.2,310.5,1416,67.07208696803717,209,0,0,0,0,0,0
10915,M24584,M,298.8,309.7,2098,24.21159927435065,278,0,0,0,0,0,0
10916,L52306,L,304.3,313.5,1802,34.386003192758444,287,0,0,0,0,0,0
10917,M19282,M,302.6,310.2,2157,23.198377969182232,208,0,0,0,0,0,0
10918,L47814,L,298.3,309.9,1507,54.88138995101246,264,0,0,0,0,0,0
10919,L51927,L,303.3,311.2,1763,37.40296809520773,143,0,0,0,0,0,0
10920,L48667,L,298.2,309.1,1429,67.42627499737954,283,0,0,0,0,0,0
10921,H30046,H,298.3,310.0,1419,63.64739572184367,192,1,0,0,0,0,0
10922,L47743,L,297.7,309.6,1529,49.00828419383297,276,1,0,0,0,0,0
10923,M23853,M,297.2,307.9,1632,48.82668414343403,270,0,0,0,0,0,0
10924,M16506,M,297.9,307.7,1527,59.70696429336777,222,0,0,0,0,0,0
10925,L49042,L,297.9,307.7,1517,62.42234210960718,188,0,0,0,0,0,0
10926,L55650,L,298.7,309.9,1464,48.806799341729835,202,0,0,0,0,0,0
10927,L52638,L,303.1,312.6,1514,54.01439988948947,275,1,0,0,0,0,0
10928,L54365,L,300.3,310.4,1672,41.4694686494633,138,0,0,0,0,0,0
10929,L49585,L,299.1,308.7,1498,49.04191180332409,276,0,0,0,0,0,0
10930,L53900,L,301.3,310.6,1458,64.39412369869885,212,0,0,0,0,0,0
10931,L57173,L,298.8,308.4,1401,60.521871694829834,147,0,0,0,0,0,0
10932,M18032,M,300.3,309.6,1488,58.114017485107354,320,0,0,0,0,0,0
10933,L47743,L,297.7,309.6,1529,48.622369116779744,279,1,0,0,0,0,0
10934,L49694,L,298.9,308.6,2069,26.10158128603593,114,1,0,0,0,0,0
10935,H37019,H,300.4,311.3,2026,25.458838605952174,164,0,0,0,0,0,0
10936,L50419,L,301.0,309.5,1430,66.91089382387683,239,0,0,0,0,0,0
10937,M20783,M,300.4,310.3,1537,48.74325116564635,139,1,0,0,0,0,0
10938,H35327,H,300.7,310.2,1479,66.32300500781223,128,0,0,0,0,0,0
10939,M17796,M,300.9,309.7,1394,65.70587690799493,296,0,0,0,0,0,0
10940,M20475,M,303.0,312.2,1257,98.46907495173834,215,0,0,0,1,0,0
10941,H31956,H,299.2,308.9,1712,33.076714176223724,207,0,0,0,0,0,0
10942,L51646,L,302.8,310.6,1470,48.56484057324514,335,0,0,0,0,0,0
10943,L49042,L,297.9,307.7,1517,59.99524036778366,214,0,0,0,0,0,0
10944,M23716,M,297.7,308.9,1327,84.82831352604502,143,0,0,0,0,0,0
10945,H34318,H,303.6,312.4,1480,60.15462216950974,106,0,0,0,0,0,0
10946,L49014,L,297.8,307.2,1498,48.16680186268681,319,0,0,0,0,0,0
10947,H33908,H,302.6,310.4,1649,38.02987252079588,167,0,0,0,0,0,0
10948,M17655,M,300.3,309.5,1405,68.32896639689642,180,0,0,0,0,0,0
10949,H33815,H,302.2,310.0,1468,54.98947120355952,159,0,0,0,0,0,0
10950,L56538,L,298.2,308.7,1407,54.511106504195105,153,0,0,0,0,0,0
10951,L49760,L,299.3,309.1,1293,67.86650074777013,329,0,0,0,0,0,0
10952,M15780,M,295.5,305.9,1518,61.27608972026519,279,0,0,0,0,0,0
10953,L48990,L,298.1,307.6,1364,75.2420922673005,245,0,0,0,0,0,0
10954,M23821,M,297.3,308.0,1403,56.22715176923743,198,1,0,0,0,0,0
10955,L57172,L,298.8,308.4,1484,47.5870828274107,127,0,0,0,0,0,0
10956,L54495,L,299.9,310.4,1470,76.34596992632858,263,1,0,0,0,0,0
10957,L54622,L,300.0,311.5,1601,49.83297272329865,170,0,0,0,0,0,0
10958,L48148,L,295.9,306.7,1547,52.29003314495407,247,0,0,0,0,0,0
10959,L47396,L,298.3,308.6,1499,57.890243855489445,263,0,0,0,0,0,0
10960,L53142,L,300.5,310.8,1728,33.821868520438485,228,0,0,0,0,0,0
10961,M18543,M,302.0,311.2,1558,50.43650366527777,311,0,0,0,0,0,0
10962,L50314,L,300.2,309.6,1359,66.20156614068702,197,0,0,0,0,0,0
10963,M21028,M,300.7,310.6,1778,33.30904980076757,308,0,0,0,0,0,0
10964,L49387,L,299.8,309.2,1591,50.099334323725365,219,0,0,0,0,0,0
10965,L55350,L,299.9,311.3,1522,61.06869032471607,266,0,0,0,0,0,0
10966,M21877,M,300.7,310.6,1474,53.35746783213069,188,0,0,0,0,0,0
10967,M23917,M,297.3,308.4,1686,49.11968834786196,210,0,0,0,0,0,0
10968,M23665,M,297.4,308.6,1469,60.639585352141815,184,0,0,0,0,0,0
10969,L54622,L,300.0,311.5,1601,49.621233020814294,180,0,0,0,0,0,0
10970,H33908,H,302.6,310.4,1649,39.936011568102444,195,0,0,0,0,0,0
10971,L57121,L,298.4,308.1,1395,55.91556949914909,179,0,0,0,0,0,0
10972,L47264,L,298.9,308.9,1422,68.79704887907782,148,0,0,0,0,0,0
10973,L49484,L,299.1,308.5,1455,47.71663203379131,267,0,0,0,0,0,0
10974,M15717,M,296.1,307.1,1350,69.12176088515558,141,0,0,0,0,0,0
10975,M16552,M,298.1,307.6,1764,36.566771289906605,136,0,0,0,0,0,0
10976,L48544,L,298.7,310.2,1566,45.353296533914325,210,0,0,0,0,0,0
10977,M23824,M,297.2,307.9,1456,66.06097292814839,225,1,0,0,0,0,0
10978,L50237,L,300.1,309.1,1400,65.1513648601758,220,0,0,0,0,0,0
10979,L50655,L,301.8,310.7,1644,43.6634828382476,213,0,0,0,0,0,0
10980,L51759,L,303.0,311.2,1374,59.45634994737818,192,0,0,1,0,0,0
10981,M17080,M,299.6,309.0,1736,32.06657069839256,241,0,0,0,0,0,0
10982,H38675,H,298.3,309.0,1470,48.63187273086699,130,0,0,0,0,0,0
10983,M23199,M,298.8,309.7,1499,56.070572808882915,281,0,0,0,0,0,0
10984,M23665,M,297.4,308.6,1469,58.83564624969948,200,0,0,0,0,0,0
10985,M24281,M,298.1,308.5,1382,69.96607893794277,123,0,0,0,0,0,0
10986,L53134,L,300.8,310.9,1732,33.8434752244023,217,0,0,0,0,0,0
10987,M19582,M,303.4,311.8,1391,61.29745621964391,301,0,0,0,0,0,0
10988,H36750,H,299.9,310.5,1549,54.32847658881648,326,0,0,0,0,0,0
10989,L54642,L,300.0,311.3,1703,37.61810214918872,187,0,0,0,0,0,0
10990,L55598,L,298.9,310.2,1971,30.06409790676573,260,0,0,0,0,0,0
10991,L51675,L,302.6,310.4,1359,73.05933589782616,155,0,0,1,0,0,0
10992,H39303,H,298.8,309.6,1516,55.07280333160928,289,0,0,0,0,0,0
10993,M16463,M,297.8,307.8,1622,41.21066835079589,135,1,0,0,0,0,0
10994,M20390,M,302.3,311.8,1355,61.73076451042199,198,0,0,0,0,0,0
10995,M17596,M,299.7,309.1,1576,47.1339847091179,248,1,0,0,0,0,0
10996,L54693,L,300.4,311.8,2261,20.002992871413262,133,0,0,0,0,0,0
10997,M23199,M,298.8,309.7,1499,55.38389620631444,279,0,0,0,0,0,0
10998,L49800,L,299.4,309.2,1556,42.87764715645402,195,0,0,0,0,0,0
10999,M19662,M,303.5,312.4,1318,78.09083215555249,274,0,0,0,0,0,0
11000,M24281,M,298.1,308.5,1382,72.93387571213658,110,0,0,0,0,0,0
11001,L50207,L,300.5,309.5,1777,29.161987745424035,119,1,0,0,0,0,0
11002,M14860,M,298.1,308.6,1551,60.16662504417485,116,0,0,0,0,0,0
11003,L55269,L,300.1,311.3,1676,42.88617122204462,276,0,0,0,0,0,0
11004,M15838,M,296.2,306.8,1526,54.69455436319648,269,0,0,0,0,0,0
11005,L54259,L,300.7,310.5,1445,57.35050154062782,318,0,0,0,0,0,0
11006,L48812,L,297.9,307.9,1426,53.29283390662495,219,0,0,0,0,0,0
11007,M24596,M,298.9,310.0,1348,80.12939109850177,269,0,0,0,0,0,0
11008,L57121,L,298.4,308.1,1395,52.39451705516315,214,0,0,0,0,0,0
11009,M22752,M,300.9,312.6,1555,50.37468297998718,237,0,0,0,0,0,0
11010,M19016,M,302.0,310.5,1823,30.485327625043755,207,0,0,0,0,0,0
11011,L50651,L,301.8,310.7,1441,67.82764351144111,161,0,0,0,0,0,0
11012,L53605,L,300.3,309.9,1393,78.1233422909036,129,0,0,0,0,0,0
11013,L50095,L,300.5,309.5,1255,79.49989208804644,238,0,0,0,0,0,0
11014,L48750,L,298.2,308.4,1452,52.553366902392945,309,0,0,0,0,0,0
11015,M18519,M,302.2,311.5,1734,33.50647323697053,250,0,0,0,0,0,0
11016,M17283,M,298.9,308.2,2022,25.977270508164406,145,0,0,0,0,0,0
11017,L49478,L,299.3,308.6,1482,55.08893819438062,244,0,0,0,0,0,0
11018,L52108,L,303.5,312.3,1584,47.445569966992586,184,0,0,0,0,0,0
11019,H30851,H,298.8,309.9,1439,59.840373518200046,136,0,0,0,0,0,0
11020,L54018,L,301.1,311.1,1570,55.33291823374961,332,0,0,0,0,0,0
11021,L48714,L,298.0,308.8,1757,34.36882544609611,190,0,0,0,0,0,0
11022,L55496,L,298.8,309.8,1463,53.92505579793342,199,0,0,0,0,0,0
11023,L52665,L,302.6,312.1,1344,69.84799059746432,334,0,0,0,0,0,0
11024,L55598,L,298.9,310.2,1971,30.234514597761375,263,0,0,0,0,0,0
11025,L56180,L,297.0,307.9,1493,59.529059102391706,298,0,0,0,0,0,0
11026,L52222,L,304.1,313.2,1569,49.72477734492379,253,0,0,0,0,0,0
11027,L51513,L,301.6,309.8,1588,45.80144069682897,232,0,0,0,0,0,0
11028,L51318,L,301.7,310.2,1311,74.54703196698027,170,1,0,1,0,0,0
11029,L56349,L,297.7,308.8,1896,34.75721423280377,318,0,0,0,0,0,0
11030,L49044,L,297.9,307.7,1546,44.014724608485864,199,0,0,0,0,0,0
11031,L55717,L,298.6,309.5,1730,38.30133081202833,171,0,0,0,0,0,0
11032,L47654,L,297.4,309.1,1478,58.66163815981348,267,0,0,0,0,0,0
11033,L48916,L,298.4,307.9,1544,45.58207169121834,223,0,0,0,0,0,0
11034,L50781,L,301.7,310.5,1377,64.03742564281275,313,0,0,0,0,0,0
11035,L54349,L,300.3,310.2,1492,65.50679995802143,116,0,0,0,0,0,0
11036,M20599,M,302.2,311.7,1653,43.114530050542776,152,0,0,0,0,0,0
11037,L55701,L,298.4,309.5,1376,67.03230400747297,332,0,0,0,0,0,0
11038,L51247,L,301.9,310.7,1429,67.92680050654309,197,0,0,0,0,0,0
11039,L49858,L,299.8,309.6,1447,59.46967227495823,124,1,0,0,0,0,0
11040,L53104,L,300.3,310.2,1369,68.41382149100879,185,0,0,0,0,0,0
11041,M17080,M,299.6,309.0,1736,31.70978125683711,257,0,0,0,0,0,0
11042,L47770,L,297.5,309.4,1517,53.14642845809773,347,0,0,0,0,0,0
11043,L48050,L,295.8,306.4,1325,67.367720938628,197,0,0,0,0,0,0
11044,L53210,L,300.6,310.7,1397,72.32832081320129,203,0,0,0,0,0,0
11045,L52125,L,303.6,312.7,1418,56.95621403170424,241,1,0,0,0,0,0
11046,M19960,M,304.2,313.5,1437,55.75872655960136,212,0,0,0,0,0,0
11047,L56276,L,297.2,308.1,1712,42.623295363822955,323,0,0,0,0,0,0
11048,M21066,M,300.8,310.6,1669,36.129987608864894,196,0,0,0,0,0,0
11049,M23008,M,299.5,310.7,1488,50.984143041286636,213,0,0,0,0,0,0
11050,M15399,M,297.4,309.3,1775,32.51827178549959,210,0,0,0,0,0,0
11051,M24209,M,298.2,308.7,1599,51.85777623169079,130,0,0,0,0,0,0
11052,L53705,L,301.1,310.4,1312,97.68718332030973,172,0,0,0,1,0,0
11053,L53730,L,301.3,310.7,1516,59.578350607427296,257,0,0,0,0,0,0
11054,L49095,L,298.0,307.7,1492,48.660571681057945,324,0,0,0,0,0,0
11055,H33908,H,302.6,310.4,1649,38.63890605642496,194,0,0,0,0,0,0
11056,L49978,L,300.3,309.6,1568,54.3060368608088,220,0,0,0,0,0,0
11057,L55898,L,297.2,308.7,1509,48.74230338153162,203,0,0,0,0,0,0
11058,L56910,L,298.8,310.0,1528,48.85702544531896,254,0,0,0,0,0,0
11059,L53210,L,300.6,310.7,1397,68.62142269396905,220,0,0,0,0,0,0
11060,L48966,L,298.4,308.2,1618,46.42335514550535,179,0,0,0,0,0,0
11061,L52035,L,303.7,312.3,1375,64.69515153343464,235,0,0,0,0,0,0
11062,L55747,L,298.0,308.7,1511,51.783962802793795,225,0,0,0,0,0,0
11063,M21924,M,300.8,310.5,1696,37.234174483204924,268,0,0,0,0,0,0
11064,L51268,L,301.9,310.5,1477,54.577317288601755,231,0,0,0,0,0,0
11065,M21066,M,300.8,310.6,1669,35.08767748758962,182,0,0,0,0,0,0
11066,H33815,H,302.2,310.0,1468,56.04822209141717,160,0,0,0,0,0,0
11067,L48520,L,298.6,310.2,1569,44.20132057480803,116,0,0,0,0,0,0
11068,L48520,L,298.6,310.2,1569,48.73230258520639,124,0,0,0,0,0,0
11069,L56178,L,297.1,308.0,1467,53.64127875634631,307,0,0,0,0,0,0
11070,L51624,L,302.4,310.2,2224,21.122869230257102,270,0,0,0,0,0,0
11071,M21673,M,300.9,310.7,1420,50.53783323192554,245,0,0,0,0,0,0
11072,L48480,L,298.7,309.8,1322,81.59942674249709,281,0,0,0,0,0,0
11073,L52771,L,302.5,312.0,1574,45.344776866154724,171,0,0,0,0,0,0
11074,L51675,L,302.6,310.4,1359,75.46918603783276,170,0,0,1,0,0,0
11075,M22250,M,299.7,310.5,1490,56.88858736830452,242,0,0,0,0,0,0
11076,L48530,L,298.7,310.2,1436,67.16580713457623,124,0,0,0,0,0,0
11077,H35163,H,302.2,311.8,1330,88.98523554147754,172,0,0,0,0,0,0
11078,M16276,M,298.7,309.9,2083,22.321601694351507,318,0,0,0,0,0,0
11079,L47770,L,297.5,309.4,1517,48.96626419697413,364,0,0,0,0,0,0
11080,L50095,L,300.5,309.5,1255,76.62783398222803,249,0,0,0,0,0,0
11081,H37019,H,300.4,311.3,2026,27.97782914407676,154,0,0,0,0,0,0
11082,L51517,L,301.6,309.9,1440,51.39228876362543,239,0,0,0,0,0,0
11083,M17758,M,300.6,309.5,1550,52.41464929396942,222,1,0,0,0,0,0
11084,H37729,H,298.7,309.8,1422,51.85511562698796,212,0,0,0,0,0,0
11085,M21085,M,301.2,311.0,1424,50.06612397904103,260,0,0,0,0,0,0
11086,L48812,L,297.9,307.9,1426,60.5766595637483,183,0,0,0,0,0,0
11087,M23157,M,298.8,310.2,1595,42.01801560340747,159,0,0,0,0,0,0
11088,M19115,M,302.5,311.0,1387,67.96944414301448,223,0,0,0,0,0,0
11089,M23246,M,298.9,309.9,1501,46.042514807350315,165,1,0,0,0,0,0
11090,L53210,L,300.6,310.7,1397,67.80885252356121,229,0,0,0,0,0,0
11091,M18634,M,302.4,311.1,1480,57.04434499352958,291,0,0,0,0,0,0
11092,M22278,M,300.2,311.4,1427,56.00899310815728,292,0,0,0,0,0,0
11093,L47257,L,298.8,308.9,1455,55.924503609424924,352,0,1,0,0,0,0
11094,L48643,L,298.8,310.1,1607,48.356387161325884,219,1,0,0,0,0,0
11095,L53707,L,301.2,310.4,1516,57.157855854255544,190,0,0,0,0,0,0
11096,L51513,L,301.6,309.8,1588,46.468294664214326,206,0,0,0,0,0,0
11097,M18104,M,301.0,309.6,1397,60.38703550554504,265,0,0,0,0,0,0
11098,L48608,L,298.8,309.9,1568,43.995886511713955,104,0,0,0,0,0,0
11099,L48117,L,295.6,306.2,1263,75.19111152926446,144,0,0,0,0,0,0
11100,M19477,M,303.1,311.4,1831,30.17789520151849,251,0,0,0,0,0,0
11101,M17712,M,300.5,309.4,1347,67.12619786901632,332,0,0,0,0,0,0
11102,M22278,M,300.2,311.4,1427,57.395980603990395,303,0,0,0,0,0,0
11103,H38280,H,297.9,308.9,1416,51.583260369757504,170,0,0,0,0,0,0
11104,L50638,L,301.5,310.4,1329,66.62687322648956,118,0,0,0,0,0,0
11105,M23250,M,298.8,309.8,1288,80.25343940192727,201,0,0,0,0,0,0
11106,L50355,L,300.3,309.6,1468,61.3763587635613,310,0,0,0,0,0,0
11107,L55790,L,297.4,308.3,1561,47.98380227630522,115,0,0,0,0,0,0
11108,L49014,L,297.8,307.2,1498,46.6824357716896,300,0,0,0,0,0,0
11109,L56154,L,296.8,307.5,1474,62.097712200409624,227,0,0,0,0,0,0
11110,L56868,L,299.1,310.1,1367,62.03711440620586,175,0,0,0,0,0,0
11111,M15717,M,296.1,307.1,1350,67.31483060580645,117,0,0,0,0,0,0
11112,L56256,L,297.2,308.1,1474,59.026444934624415,268,0,0,0,0,0,0
11113,L53900,L,301.3,310.6,1458,67.642454418147,224,0,0,0,0,0,0
11114,H36945,H,300.1,311.4,1377,72.68300184275094,155,0,0,0,0,0,0
11115,L50243,L,300.0,309.1,1431,57.564247150856005,180,0,0,0,0,0,0
11116,L48731,L,298.4,308.8,1458,50.0342949348447,236,0,0,0,0,0,0
11117,M19632,M,303.6,312.0,1435,49.26231691937486,204,0,0,0,0,0,0
11118,L55122,L,300.8,311.7,1432,54.74424698985846,89,0,0,0,0,0,0
11119,L57061,L,298.8,309.8,1493,49.259293397843216,237,0,0,0,0,0,0
11120,M16463,M,297.8,307.8,1622,41.3826877522391,141,1,0,0,0,0,0
11121,M15648,M,296.9,308.1,1440,67.25411032977124,188,0,0,0,0,0,0
11122,L57149,L,298.4,308.1,1491,73.71601752311352,289,0,0,0,0,0,0
11123,M23008,M,299.5,310.7,1488,50.51777191206765,210,0,0,0,0,0,0
11124,L55978,L,297.3,308.4,1469,51.69069497445725,182,0,0,0,0,0,0
11125,M15257,M,297.4,308.3,1774,36.719235365086654,296,0,0,0,0,0,0
11126,L57061,L,298.8,309.8,1493,47.61598406044232,226,0,0,0,0,0,0
11127,M23821,M,297.3,308.0,1403,56.756089399254165,200,1,0,0,0,0,0
11128,H35709,H,301.1,310.6,1782,33.34646259288399,205,0,0,0,0,0,0
11129,L51266,L,302.0,310.5,1567,49.37961536568162,248,0,0,0,0,0,0
